id,original,detected_language,confidence,translated_text
614,donar coneixement dels trastorns psicològics més rel.levants i que afecten més frequentment a nens i adolescentes. és una continuació dels trastorns del desenvolupament que s'imparteixen a la psicopatologia ii. les manifestacions clíniques s'aborden des del punt de vista del desenvolupament.,cat,0.987046599388123,give ken of the *trastorns psychological more rel.levants and that affect more *frequentment at boys and *adolescentes. it is a continuation of the *trastorns developmental that impart  at the *psicopatologia *ii. the clinical forms accost  since the developmental point of view.
615,aquesta assignatura té com a objectiu introduir a l'alumne en el coneixement de les tècniques projectives com a mitjans utilitzats en la investigació i l'avaluació psicològica per a aconseguir la descripció i comprensió de la personalitat.,cat,0.994944214820862,this subject has as a objective introduce at the pupil at the ken of the projective technicians as a modes utilised at the inquest and the psychological appraisal to achieve the description and realization of the personality.
616,,,,
617,,,,
618,,,,
619,,,,
620,,,,
621,,,,
622,,,,
623,,,,
624,amb direcció i participació en les organitzacions es preten fer un estudi dels principals models de gestió de recursos humans a les organitzacions i un anàlisi exhaustiu dels sistemes de gestió dels equips directius i les competències dels mateixos. també es desenvolupa el tema de la responsabilitat social corporativa i la ètica en la gestió dels recursos humans.,cat,0.998106360435486,with address and turnout at the organisations  *preten make a survey of the principal models of management of human resources at the organisations and one exhaustive analysis of the systems of management of the managerial squads and the competences of the same. also it develops  the motif of the corporate social responsibility and the ethic at the management of the human resources.
625,"aquesta assignatura forma part de le menció de psicologia del treball i les organitzacions. a l'assignatura es pretén que l'alumne adquireixi les competències i els coneixements per poder desenvolupar adequadament el pla de formació d'una organització i el disseny i implantació de les accions formatives que composen aquest pla.
i també l'aprenentatge de les diferents modalitats formatives i les tècniques més adequades per la realització de les activitats formatives.",cat,0.991784870624542,"this subject forms part of *le quotation of psychology of the work and the organisations. at the subject pretends  that the pupil acquire the competences and the kens to be able to develop suitably the plan of training of an organisation and the design and implantation of the formative acts that *composen this plan.
and also the learning of the distinct formative modalities and the most adapted technicians for the realisation of the formative activities."
626,el propòsit de l'assignatura és oferir una presentació crítica dels pressupòsits  teòrics dels diferents paradigmes d'investigació desenvolupats al llarg de la història de la psicologia. així com presentar els principals problemes de fonamentació teòrica de la ciència en general i de la psicologia en particular.,cat,0.995191156864166,the purpose of the subject is to offer a critical presentation of the theoretic  estimates of the distinct paradigms of inquest developed along the history of the psychology. as well as present the principal problems of theoretic foundation of the science in general and of the psychology in particular.
627,estudiarem la relació existent entre la resposta fisiològica d'estrès i la patología psicològica,cat,0.963853180408478,we will study the existent account among the physiological response of stress and the *patología psychological
628,,,,
629,,,,
630,,,,
631,,,,
632,,,,
633,"the main purpose of this subject is to acquire the basic skills and techniques to analyse data in informatic programmes, using excel and specially spss.
the specific objectives are: 
1. acquire and/or increase the knowledge about how to convert raw data from questionnaires, interviews, etc. into numbers and how to organize them before to start a statistical analysis. 
2. acquire knowledge and skills about statistical measures with one variable and with two variables using spss.
3. acquire and/or consolidate skills about how to write a scientific report of the results following apa guide.",eng,0.869753777980804,"*the *main *purpose *of *this *subject *is key *acquire *the *basic *skills *and *techniques key *analyse date *in *informatic *programmes, *using *excel *and *specially *spss.
*the *specific objective *are: 
1. *acquire *and/gold *increase *the *knowledge *about *how key *convert *raw date *from *questionnaires, *interviews, etc. *into *numbers *and *how key *organize *them *before key *start at *statistical *analysis. 
2. *acquire *knowledge *and *skills *about *statistical *measures *with *one variable *and *with *two variable *using *spss.
3. *acquire *and/gold *consolidate *skills *about *how key *write at *scientific *report *of *the *results *following *apa *guide."
634,,,,
635,"aproximació a la teoria i tècnica psicoanalítica, tant des de el punt de vista comprensiu del ésser humà, com des de les seves possibilitats com a eina terapèutica.",cat,0.916670322418213,"approach at the theory and psychoanalytic technician, so much since the supportive point of view of the human being, how since his possibilities as a therapeutic tool."
636,,,,
637,,,,
638,"consiste en una asignatura introductoria a algunos de los procesos psicológicos básicos más relevantes de los que hay implicados en la dinámica publicitaria (comercial y política). la intención de la misma no es convertir al alumno en un creativo publicitario (para lo cual ya existe la carrera de publicidad), sino que aprenda cuáles son, cómo se manipulan y cómo operan en nuestro sistema cognitivo algunos de los mecanismos mentales que contribuyen a la aceptación de una propuesta persuasiva.",spa,0.97767835855484,"*consiste at a *asignatura *introductoria at *algunos of *los *procesos *psicológicos *básicos *más *relevantes of *los that *hay *implicados at the *dinámica would publicise (trading *y political). the *intención of the *misma no  convert at the *alumno at a *creativo *publicitario (pauses *lo *cual *ya *existe the career of *publicidad), *sino that *aprenda *cuáles sleep, *cómo  *manipulan *y *cómo *operan at *nuestro system *cognitivo *algunos of *los *mecanismos *mentales that *contribuyen at the *aceptación of a *propuesta persuasive."
639,,,,
640,,,,
641,,,,
642,"l'assignatura pretén ensenyar l'alumne a saber com es gestiona un procès de selecció de personal, des de la demanda del treballador per part de l'empresa, fins a l'adequada valoració de tots els candidats i la corresponent presa de decisions.",cat,0.888153731822968,"the subject pretends to teach the pupil at learning how manages  a *procès of selection of personnel, since the demand of the worker for part of the company, until the suitable appraisal of all the candidates and the corresponding inmate of decisions."
643,conèixer la diversitat i les necessitats educatives de l'alumnat. conèixer les manifestacions dels trastorns del desenvolupament i dificultats d'aprenentatge per poder detectar les necessitats a l'aula i saber intervenir i coordinar amb els altres professionals,cat,0.960879445075989,meet the diversity and the educational necessities of the students. meet the forms of the *trastorns developmental and difficulties of learning to be able to detect the necessities at the classroom and know intervene and coordinate with the others professionals
644,"en aquesta matèria es donen a conèixer els principis de l'atenció primerenca així com els principis organitzatius, curriculars i metodològics de l'escola inclusiva.",cat,0.996229648590088,"at this matter announce  the principles of the early attention as well as the organisational principles, *curriculars and methodological of the inclusive school."
645,aquesta assignatura vol oferir una aproximació a la realitat de l'ensenyament de la llengua estrangera a l'etapa d'infantil en el segle xxi.,cat,0.897644519805908,this subject wants to offer an approach at the reality of the education of the foreign tongue at the stage of childish at the century *xxi.
646,"el treball de fi de grau (tfg) s’ha d’entendre com un mòdul o matèria de caràcter globalitzador orientat a la integració de les competències associades al títol. per tant, té com a finalitat afavorir que l’estudiant consolidi el marc competencial recollit a les directrius dels nous graus d’educació (ordres eci/3854/2007 i eci/3857/2007). 

situat al final de la titulació, el tfg té com a objectius garantir l’assoliment de les competències professionalitzadores del futur mestre/a i palesar la capacitat d’autoregulació conreada al llarg de la formació, així com conscienciar l’estudiant sobre les pròpies necessitats enfocades a la pràctica docent. per aquesta raó, el tfg ha de ser fruit de planificacions acurades, de presa de decisions estratègiques, d'avaluació constant dels corresponents processos i de l'aprofitament dels intercanvis mantinguts amb els tutors responsables. 

més específicament, el tfg consisteix en el desenvolupament d’un projecte de recerca, anàlisi o planificació educativa orientats a la millora de la pràctica escolar, amb una vinculació preferentment directa amb el pràcticum ii sota la direcció d’un professorat tutor. 

aquest projecte, d’acord amb el pla d’estudis vigent, és de naturalesa obligatòria, compta amb una càrrega lectiva de 9 crèdits ects i per a matricular-lo cal tenir assolits 168 crèdits.
es pot realitzar en anglès com a forma de certificar la competència c1.
com en el cas de les pràctiques, el tfg és d'una única convocatòria. 

a la web de la fecp, http://www.fcep.urv.cat/ es troba la normativa o guia del tfg dels graus d'educació infantil i primària, on hi consten totes les informacions relatives a àmbits de treball del tfg, assignació de tutors, així com es concreten les informacions d'aquesta guia docent.",cat,0.983557522296906,"the work of end of rank (*tfg) has to understand  how a module or matter of nature *globalitzador oriented at the integration of the competences associated at the title. therefore, has as a purpose favour that the student cement the frame *competencial collected at the guidelines of the new ranks of nurture (orders *eci/3854/2007 and *eci/3857/2007). 

situated at the end of the degree, the *tfg has as a objective guarantee the attainment of the competences *professionalitzadores of the master future/at and *palesar the capacity of *autoregulació farmed along the training, as well as *conscienciar the student on the own necessities focused in all but name educational. for this reason, the *tfg has to be fruit of accurate plannings, of inmate of strategic decisions, of constant appraisal of the corresponding processes and of the *aprofitament of the exchanges maintained with the responsible tutors. 

more specifically, the *tfg consists at the development of a project of enquiry, analysis or educational planning oriented at the improvement of the school practice, with a preferably direct bonding with the *pràcticum *ii under the address of a professorship tutor. 

this project, of chord with the plan of valid surveys, is of obligatory nature, has a charge *lectiva of 9 credits *ects and to enrol it it is necessary to have attained 168 credits.
can realise  at English as a form to certify the competence *c1.
how at the case of the practices, the *tfg is of an only announcement. 

at the web of the *fecp, #http:\/\/www.fcep.urv.cat/ finds  the rule or guide of the *tfg of the ranks of childish and primary nurture, where feature  all the relative informations at fields of work of the *tfg, assignment of tutors, as well as concretise  the informations of this educational guide."
647,"la finalitat del pràcticum del grau d’educació primària és integrar els coneixements teoricopràctics i professionals i adequar-los a les necessitats socials actuals afavorint la col•laboració entre la facultat i els centres educatius; adquirir, al mateix temps, un coneixement pràctic de l’aula i de la seva gestió, un coneixement i aplicació dels processos d’interacció i comunicació a l’aula i un domini de les habilitats, tècniques, actituds i hàbits necessaris per fomentar un clima d’aula que faciliti l’aprenentatge i la convivència, i controlar i fer el seguiment dels procés educatiu d’ensenyament-aprenentatge, actuant i reflexionant des de la pràctica.

per poder matricular aquesta assignatura l'alumne ha de tenir superats un mínim de 120 ects de l'ensenyament.",cat,0.988417863845825,"the purpose of the *pràcticum of the rank of primary nurture is to integrate the kens *teoricopràctics and professionals and adapt them at the ongoing social necessities favouring the cabbage•*laboració among the faculty and the educational centres; acquire, at the same time, a practical ken of the classroom and of his management, a ken and app of the processes of interaction and communication at the classroom and a command of the abilities, technicians, attitudes and necessary habits to foster a climate of classroom that facilitate the learning and the coexistence, and control and make the follow-up of the educational process of education-learning, acting and *reflexionant since the practice.

to be able to enrol this subject the pupil has to have surpassed a minimum of 120 *ects of the education."
648,,,,
649,"s'analitzaran les necessitats específiques de l'alumnat amb discapacitat sensorial, motriu i intel·lectual i amb altes capacitats, i s'aportaran eines per la intervenció educativa amb aquest alumnat.",cat,0.996544718742371,"they will analyse  the specific necessities of the students with sensory disability, automotive and intellectual and with tall capacities, and will contribute  tools for the educational intervention with these students."
650,dintre d'aquesta matèria es tractaran les temàtiques següents: evolució històrica de l'educació i les seves tendències actuals. models antropològics i socioculturals. models de família i la seva influència en educació. relacions de gènere interrelacionals. impacte social i educatiu dels mitjans de comunicació. educació i desenvolupament sostenible. multiculturalitat i interculturalitat. discriminació i inclusió social. educació per a la ciutadania.,cat,0.998048961162567,in this matter will treat  the themed following: historic evolution of the nurture and his ongoing trends. anthropological models and *socioculturals. models of family and his influence at nurture. accounts of genus *interrelacionals. social and educational impact of the media. nurture and sustainable development. *multiculturalitat and *interculturalitat. discrimination and social inclusion. nurture for the citizenry.
651,"aquesta matèria està orientada a un dels tres blocs que li donen nom: expressió corporal. en aquest bloc es proporcionen recursos teòrics, pràctics i metodològics en l’àmbit de la psicomotricitat. també s’evidencia la incidència del desenvolupament psicomotor en la personalitat de l’infant i el sentit de l’educació psicomotriu a l’escola. l’assignatura s’estructura a l’entorn de tres aspectes diferenciats però alhora molt interrelacionats: la teoria lligada a la pràctica corporal i a la seva aplicació didàctica.",cat,0.988621950149536,"this matter is oriented at one of the three blocs that give him name: corporal expression. at this bloc provide  theoretic resources, practical and methodological at the field of the *psicomotricitat. also  *evidencia the developmental incidence *psicomotor at the personality of the girl and the sense of the nurture *psicomotriu at the school. the subject structures  at the environment of three aspects differentiated but concurrently very interrelated: the theory bound in all but name corporal and at his didactic app."
652,"es proporcionen recursos teòrics, pràctics i metodològics per poder fer una aplicació   didàctica a l'escola en l'àmbit psicomotor. es pretén que l'alumnat assoleixi la preparació i les competències professionals per enfrontar-se a la pràctica educativa, sent capaç de justificar les decisions presses i d'ajustar-se al moment evolutiu i a les necessitats dels infants, és a dir, sent competent per realitzar una intervenció psicomotriu de qualitat.",cat,0.973544180393219,"they provide  theoretic resources, practical and methodological to be able to make a didactic   app at the school at the field *psicomotor. it pretends  that the students attain the readiness and the professional competences to confront  in all but name educational, being capable to justify the decisions hastes and to adjust  at the evolutionary moment and at the necessities of the girls, that is to say, being competent to realise an intervention *psicomotriu of quality."
653,en aquesta assignatura es treballaran tant els continguts com les metodologies d'ensenyament-aprenentatge en l'àmbit de les ciències experimentals en educació infantil,cat,0.980901777744293,at this subject will work  so much the contents how the methodologies of education-learning at the field of the experimental sciences at childish nurture
654,"la matèria s'estructura a l'entorn de tres blocs diferenciats, però alhora interrelacionats: l'educació musical, visual i plàstica i corporal.  es proporcionen recursos teòrics, pràctics i metodològics dels tres àmbits per la seva aplicació didàctica a l'escola.",cat,0.994966268539429,"the matter structures  at the environment of three blocs differentiated, but concurrently interrelated: the musical nurture, visual and plastic and corporal.  they provide  theoretic resources, practical and methodological of the three fields for his didactic app at the school."
655,"l'assignatura pretén que l'alumne entengui i validi la potencialitat de les ciències experimentals i de les ciències socials a educació infantil, per una acció professionalitzadora. es buscarà que la part pràctica doni suport a la base teòrica",cat,0.983028411865234,"the subject pretends that the pupil understand and validate the potentiality of the experimental sciences and of the social sciences at childish nurture, for an act *professionalitzadora. it will seek  that the practical part back the theoretic base"
656,"en el pla d’estudis del nou grau d’educació infantil, es considera el pràcticum com l’activitat en la qual l’estudiant s’implica en el camp professional i aprofundeix en la pràctica reflexiva i en l’aprenentatge autònom.

durant el període en què es desenvolupa el pràcticum, es potencia la col•laboració entre la facultat, els centres i les institucions on es duu a terme, la qual cosa permet aconseguir una millora de la qualitat dels processos educatius que hi tenen lloc.

el pràcticum és l’espai i el procés en què es despleguen i es treballen les competències dels futurs mestres i les futures mestres. és el lloc on han de reflexionar sobre allò que fan d’una manera crítica, amb la finalitat de realitzar una construcció compartida i col•laborativa del coneixement.

el pràcticum és un element fonamental i insubstituïble en la formació inicial dels mestres. suposa la immersió de l’estudiant en centres educatius amb la finalitat de conèixer-los directament, integrar els coneixements teòrics i pràctics en contextos reals, iniciar-se en la pràctica professional i adquirir criteris propis.

la intenció del pràcticum és afavorir que la socialització inicial de l’estudiant del grau d’educació infantil en les seves tasques professionals es faci en contextos que l’ajudin a desenvolupar l’autonomia de pensament i actuació, la capacitat crítica i el treball en equip.

el pràcticum és un procés de col•laboració entre professorat i estudiants de la facultat i el cos de mestres dels centres, amb la finalitat que els futurs mestres comprenguin els processos d’ensenyament-aprenentatge i la dinàmica de la vida escolar, permeten a l’alumnat confirmar la seva vocació i capacitat per fer de mestre o mestra i prendre consciència dels seus punts forts i febles.
la finalitat del pràcticum del grau d’educació  infantil és integrar els coneixements teoricopràctics i professionals i adequar-los a les necessitats socials actuals afavorint la col•laboració entre la facultat i els centres educatius; adquirir, al mateix temps, un coneixement pràctic de l’aula i de la seva gestió, un coneixement i aplicació dels processos d’interacció i comunicació a l’aula i un domini de les habilitats, tècniques, actituds i hàbits necessaris per fomentar un clima d’aula que faciliti l’aprenentatge i la convivència, i controlar i fer el seguiment dels procés educatiu d’ensenyament-aprenentatge, actuant i reflexionant des de la pràctica.

per poder matricular aquesta assignatura l'alumne ha de tenir superats un mínim de 120 ects de l'ensenyament.",cat,0.990662038326263,"at the plan of surveys of the new rank of childish nurture, considers  the *pràcticum how the activity at which the student implies  at the professional area and deepens at the reflexive practice and at the freelance learning.

during the period at what develops  the *pràcticum, improves  the cabbage•*laboració among the faculty, the centres and the institutions where carries out , which thing permits to achieve an improvement of the quality of the educational processes that take place .

the *pràcticum is the room and the process at what deploy  and work  the competences of the master futures and the future masters. it is the place where have to *reflexionar on that that make of a critical mode, with the purpose to realise a building shared and cabbage•*laborativa of the ken.

the *pràcticum is a fundamental element and *insubstituïble at the initial training of the masters. it supposes the dip of the student at educational centres with the purpose to meet them natively, integrate the theoretic and practical kens at real contexts, induct at the professional practice and acquire own criteria.

the intent of the *pràcticum is to favour that the initial socialisation of the student of the rank of childish nurture at his professional tasks make  at contexts that aid it at developing the autonomy of thought and performance, the critical capacity and the work at squad.

the *pràcticum is a process of cabbage•*laboració among professorship and students of the faculty and the body of masters of the centres, with the purpose that the master futures comprise the processes of education-learning and the dynamics of the school life, permit at the students confirm his vocation and capacity to make of master or master and take conscience of his strong and weak points.
the purpose of the *pràcticum of the rank of childish  nurture is to integrate the kens *teoricopràctics and professionals and adapt them at the ongoing social necessities favouring the cabbage•*laboració among the faculty and the educational centres; acquire, at the same time, a practical ken of the classroom and of his management, a ken and app of the processes of interaction and communication at the classroom and a command of the abilities, technicians, attitudes and necessary habits to foster a climate of classroom that facilitate the learning and the coexistence, and control and make the follow-up of the educational process of education-learning, acting and *reflexionant since the practice.

to be able to enrol this subject the pupil has to have surpassed a minimum of 120 *ects of the education."
657,"en aquesta matèria es tractaran les temàtiques relacionades amb les bases fonamentals i històriques de l'educació, els elements que configuren l'acció educativa, les condicions institucionals que emmarquen la pràctica educativa, els models educatius i la seva evolució històrica, el sistema educatiu i els condicionants polítics i legislatius de l'activitat educativa en educació, la planificació dels processos d'ensenyament-aprenentatge, l'observació sistemàtica i l'anàlisi de contextos educatius i l'organització de l'espai escolar a l'aula.						
en aquesta
assignatura la docència es farà mitjançant amb classes inverses. és a dir, les
classes teòriques es faran a distància i s’aprofitarà la presencialitat, en
primer lloc, per reforçar els conceptes teòrics més complexos i, en segon lloc,
per  dur a terme les classes més pràctiques.",cat,0.997196614742279,"at this matter will treat  the themed related with the fundamental and historic bases of the nurture, the elements that configure the educational act, the institutional conditions that frame the educational practice, the educational models and his historic evolution, the educational system and the ones *condicionants politicians and legislative of the educational activity at nurture, the planning of the processes of education-learning, the systematic observation and the analysis of educational contexts and the organisation of the school room at the classroom.						
at this
subject the teaching will make  mediating with inverse classes. that is to say, the
theoretic classes will make  at distance and will take advantage of  it *presencialitat, in the first place
 , to reinforce the more theoretic concepts complex and, in the second place,
to  carry out the most practical classes."
658,"conèixer les bases biològiques per entendre
l'aprenentatge i la conducta en relació a la maduració del sistema nerviós en
l'etapa de 0-6 anys. conèixer el desenvolupament físic, dels hàbits alimentaris
i fisiològics en l’educació infantil. aprendre a promoure l’educació per la
salut en el camp de l'alimentació, i dels riscos i malalties que poden afectar
la salut del nen/a d'educació infantil.",cat,0.993680357933044,"meet the biological bases to understand
the learning and the behaviour at account at the maduration of the nervous system at
the stage of 0-6 years. meet the physical development, of the alimentary and
physiological habits at the childish nurture. learn at promoting the nurture for the
health at the area of the supply, and of the risks and sicknesses that can affect
the health of the boy/at of childish nurture."
659,"a la matèria d'habilitats comunicatives es tenen en compte aspectes que fan referència a les habilitats i estratègies de comunicació, als processos d’interacció i comunicació educativa, a les habilitats comunicatives aplicades a l'acció tutorial i la gestió de conflictes al centre educatiu, a l'anàlisi educatiu dels mass media i a l'alfabetització multimodal. la llengua de docència serà el català, excepte al mòdul d'habilitats orals.",cat,0.992036402225494,"at the matter of communicative abilities take into account  aspects that reference at the abilities and strategies of communication, at the processes of interaction and educational communication, at the communicative abilities applied at the act *tutorial and the management of conflicts at the educational centre, at the educational analysis of the *mass mediates and at the literacy *multimodal. the tongue of teaching will be the Catalan, except at the module of oral abilities."
660,"l’assignatura se centra en l’estudi de l’adquisició inicial de la lectura i l’escriptura i les dificultats en el seu aprenentatge. es proporcionen els recursos adients per a identificar i avaluar  aquestes dificultats en l'etapa d'educació infantil i, s'aporten propostes concretes per a la intervenció específica en aquest camp.",cat,0.970200181007385,"the subject centres  at the survey of the initial acquisition of the reading and the scripture and the difficulties at his learning. they provide  the suitable resources to identify and assess  these difficulties at the stage of childish nurture and, contribute  concrete proposals for the specific intervention at this area."
661,comprensió de les dificultats de l'infant en el marc escolar i abordatge des de la psicomotricitat,cat,0.932105422019958,realization of the difficulties of the girl at the school frame and boarding since the *psicomotricitat
662,"la matèria s'estructura a l'entorn de tres blocs diferenciats, però alhora interrelacionats: l'educació musical, visual i plàstica i corporal. per donar continuïtat als aprenentatges realitzats en  les matèries de 2n i 3r de grau,  es pretén que l’alumnat realitzi un projecte interdisciplinari que posi de manifest  la relació d’aquestes tres àrees.",cat,0.982553780078888,"the matter structures  at the environment of three blocs differentiated, but concurrently interrelated: the musical nurture, visual and plastic and corporal. to give continuity at the learnings realised at  the matters of 2nd and 3rd of rank,  pretends  that the students realise an interdisciplinary project that pose of manifesto  the account of these three areas."
663,es pretén reunir informació organitzada dels recursos didàctics necessaris per al tractament dels diferents blocs temàtics de matemàtiques i aprofundir en el domini dels continguts de matemàtiques que cal treballar a educació infantil per tal d’integrar-los en un context globalitzat.,cat,0.99563592672348,it pretends  total orderly information of the necessary didactic resources for the treatment of the distinct themed blocs of mathematicians and deepen at the command of the contents of mathematicians that it is necessary to work at childish nurture for such to integrate them at a context *globalitzat.
664,"aprenem i creixem escoltant  i  els sorolls, els sons, el silenci i les músiques que arriben a les nostres orelles ens poden explicar, a la vegada, la història de la música i altres  històries. aquesta assignatura va adreçada als que vulguin iniciar nenes i nens en el món de l'audició. treballarem des de l'experimentació i la creació però, a la vegada, mirarem d'assolir com a futurs i futures mestres, unes coordenades bàsiques de coneixements que ens permetin elaborar un itinerari d'audició que permeti bastir els fonaments de la formació, aplicats a l'escola infantil i primària.",cat,0.984805583953857,"we learn and grow listening  and  the rumbles, the sounds, the silence and the musicians that reach our ears can explain us, at any one time, the history of the musician and other  histories. this subject goes addressed at the that want to induct girls and boys at the world of the audition. we will work since the experimentation and the creation but, at any one time, will look to attain as a futures and future masters, some basic coordinates of kens that permit us elaborate an itinerary of audition that permit to build the bedrocks of the training, applied at the childish and primary school."
665,,,,
666,"en aquesta matèria s'aprofundirà en tots els components organitzatius del procés d'ensenyament i aprenentatge, així com en les bases del desenvolupament professional dels/de les mestres que treballen en l'etapa 0-6 anys. 

en aquesta assignatura la docència es farà de forma híbrida, es prioritza la presencialitat, però també es faran classes en format virtual.",cat,0.983786165714264,"at this matter will deepen  at all the organisational components of the process of education and learning, as well as at the developmental bases professional of the/of the masters that work at the stage 0-6 years. 

at this subject the teaching will make  of hybrid form, prioritises  it *presencialitat, but also will make  classes at virtual format."
667,"aquesta
assignatura aborda l'ensenyament i l'aprenentatge de la llengua oral en
l'educació infantil. l'abordatge es proposa mitjançant la creació i realització
de situacions pedagògiques i didàctiques destinades a contextos educatius i
socials multilingües.",cat,0.984758734703064,"this
subject accosts the education and the learning of the oral tongue at
the childish nurture. the boarding proposes  by means of the creation and realisation
of pedagogical and didactic situations destined at educational and social
contexts multilingual."
668,"l'escola infantil en el marc europeu i
internacional i en el marc del sistema educatiu espanyol i català. experiències
internacionals i pràctiques innovadores. estratègies metodològiques. la vida
quotidiana. els projectes educatius a educació infantil. la relació família –
escola.

en aquesta assignatura
la docència es farà de forma presencial, tant en els seminaris com en les
classes magistrals. l’assistència a classe és obligatòria.",cat,0.986582100391388,"the childish school at the European and international
frame and at the frame of the Spanish educational system and Catalan. international
experiences and innovative practices. methodological strategies. the daily
life. the educational projects at childish nurture. the account family –
school.

at this subject
the teaching will make  of face-to-face form, so much at the seminars how at the
masterly classes. the assistance at class is obligatory."
669,"—adquirir un coneixement aprofundit de la situació actual de l'ensenyament de les llengües a les escoles. —conèixer el disseny curricular de llengua i literatura en educació infantil. —preparar el futur mestre en el coneixement i el domini de l'ensenyament i l'aprenentatge de la lectura i l'escriptura.—dominar els recursos, materials i metodologia per treballar adequadament la llengua a l'escola en l'educació infantil.",cat,0.946303606033325,"—acquire a ken deepened of the ongoing situation of the education of the tongues at the schools. —meet the design *curricular of tongue and literature at childish nurture. —prepare the master future at the ken and the command of the education and the learning of the reading and the scripture.—master the resources, materials and methodology to work suitably the tongue at the school at the childish nurture."
670,"vivència i presa de consciència de la pròpia expressivitat corporal, l'escolta i la disponibilitat per al treball en l'àmbit de l'educació i l'ajuda psicomotriu",cat,0.982498824596405,"*vivència and inmate of conscience of the own corporal expressiveness, listens it and the availability for the work at the field of the nurture and the aid *psicomotriu"
671,"l'assignatura
aborda la planificació, execució i conducció del procés d'ensenyament i
aprenentatge de la lectura i de l'escriptura en l'etapa d'educació infantil.
això suposa el coneixement dels paradigmes i mètodes relatius a la
lectoescriptura com també de les estratègies didàctiques d'aula.",cat,0.993461728096008,"the subject
accosts the planning, execution and driving of the process of education and
learning of the reading and of the scripture at the stage of childish nurture.
this supposes the ken of the paradigms and relative methods at the
*lectoescriptura how also of the didactic strategies of classroom."
672,"l’assignatura pretén: 1) aprendre repertori dansístic adequat a l'edat dels infants, tant a nivell de formació com de didàctica; 2) desenvolupar l'expressió corporal des del vessant musical; 3) adquirir recursos per l'aula i desenvolupar el coneixement i la reflexió per a la recerca dansística.",cat,0.931264042854309,"the subject pretends: 1) learn repertory *dansístic adapted at the age of the girls, so much at level of training how of didactic; 2) develop the corporal expression since the musical side; 3) acquire resources for the classroom and develop the ken and the reflection for the enquiry *dansística."
673,"aquesta matèria aporta una mirada psicològica a l’anàlisi i estudi dels processos educatius. introdueix a l’estudiant en els processos psicològics bàsics, i en la  psicologia del desenvolupament i de l’educació. aborda els processos de canvi  que es produeixen en els nens en l’etapa d’educació infantil i primària en relació al desenvolupament motor, lingüístic, cognitiu i socioafectiu. finalment analitza els factors psicològics de naturalesa personal, interpersonal i contextual implicats en l’aprenentatge escolar, i els vinculats als continguts escolars en particular.",cat,0.993876576423645,"this matter contributes a psychological gaze at the analysis and survey of the educational processes. it introduces at the student at the basic psychological processes, and at the  developmental psychology and of the nurture. it accosts the processes of change  that produce  at the boys at the stage of childish and primary nurture at account at the automotive development, linguistic, cognitive and *socioafectiu. lastly it analyses the psychological factors of personal nature, interpersonal and contextual implied at the school learning, and the linked at the school contents in particular."
