original,detected_language,confidence,translated_text
"aquesta assignatura aborda els principals aspectes que afecten la pràctica professional de l'advocacia i la procura.
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"this subject addresses the main aspects that affect the professional practice of law and prosecution.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"estudi i pràctica del marc jurídic del dret del treball i de la seguretat social enfocada a l’exercici de l’advocacia.
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"study and practice of the legal framework of the right of work and social security focused on the exercise of law.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"assignatura eminentment pràctica. es tracten tots els ordres jurisdiccionals formant als alumnes en la presentació d’escrits processals i simulació de judicis. també tractem redacció d’escrits relatius al dret civil i de família. també es tracten supòsits pràctics del torn d’ofici. finalment, es forma a l’alumne en les noves tecnologies. es forma a l’alumne en l’actuació del procurador en el procediment i davant els registres públics, de la mateixa manera que s’instrueix a l’alumne de les habilitats que ha de tenir el procurador en el seu dia a dia. finalment, s’informa l’alumne del futur de la procuradoria amb una mirada al dret comparat.
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"all jurisdictional orders are treated to students in the presentation of procedural writings and trial simulation. we also deal with writing related to civil and family law. practical assumptions of the office shift are also treated. finally, the student is trained in new technologies. the student is trained in the performance of the procurator in the procedure and before the public records, in the same way that the student is instructed of the skills that the procurator must have in his day to day. finally, the student of the future of the procuratoria is informed with a look at the comparative right.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"s’estudiaran els aspectes tributaris i mercantils necessaris per al desenvolupament de l’advocacia i de la procura.
les sessions de l'assignatura podrà impartir-se en català o castellà, segons determini el professorat.",ca,100,"the tax and mercantile aspects necessary for the development of law and prosecution will be studied.
the sessions of the subject may be taught in catalan or spanish, as determined by the teacher."
"a l'assignatura pràctiques jurídiques se succeeixen assistències a vistes judicials i jornades d'acompanyament a advocats i advocades  i procuradors i procuradores en la seva tasca professional.
l'assignatura es podrà desenvolupar en català o castellà, depenent del tipus d'activitat que es desenvolupi i l'idioma emprat.",ca,100,"legal practices are attended to judicial views and accompanying days to lawyers and lawyers and procurators in their professional work.
the subject may be developed in catalan or spanish, depending on the type of activity developed and the language used."
"l'assignatura de pràctica administrativa i contenciosa administrativa es compon de tres blocs.
el primer bloc dedicat a la part general de dret administratiu és un repàs dels conceptes generals del dret administratiu, destacant el procediment en via administrativa i els recursos. l'estudi d'aquesta part es farà a través d'un cas pràctic que es treballarà en les diferents sessions.
el segon bloc està dedicat a la via contenciosa administrativa, explicant tant els conceptes principals com el procediment ordinari i abreujat, i finalment els recursos. durant la part pràctica es treballarà la redacció dels escrits fonamentals del contenciós administratiu (escrit d'interposició, escrit de demanda i escrit de contestació de demanda).
el tercer bloc està dedicat a la part sectorial del dret administratiu, contractació administrativa, responsabilitat patrimonial, estrangeria, expropiació i intervenció administrativa.
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"the subject of administrative and contentious administrative practice consists of three blocks.
the first block dedicated to the general part of administrative law is a review of the general concepts of administrative law, highlighting the administrative procedure and resources. the study of this part will be done through a practical case that will work in different sessions.
the second block is dedicated to the administrative contentious way, explaining both the main concepts and the ordinary and abbreviated procedure, and finally the resources. during the practical part, the drafting of the fundamental writings of the administrative contentious will be worked (written of interposition, letter of demand and letter of response of demand).
the third block is dedicated to the sectoral part of administrative law, administrative contracting, patrimonial responsibility, immigration, expropriation and administrative intervention.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"l'objectiu de l'assignatura ‘pràctica penal’ és dotar als estudiants dels elements fonamentals per a comprendre l'aplicació de les normes penals.
amb aquesta finalitat s'analitzen des d'una perspectiva pràctica els conceptes i categories fonamentals de la teoria jurídica del delicte, com la tipicitat, l'antijuridicitat i la culpabilitat. a més, s'examinen les formes de participació en el delicte, l'iter criminis i el sistema de penes i mesures de seguretat. 
juntament amb les qüestions pròpies de la part general del dret penal i les conseqüències jurídiques del delicte, s'aborden també diferents tipus de delictes i els seus elements constitutius a partir de l'anàlisi d'expedients reals o simulats. s'incideix en la capacitat dels estudiants per a argumentar jurídicament i traslladar els coneixements a la pràctica, fomentant l'ús de documents jurídics propis de la pràctica penal.
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"the objective of the ""criminal practice"" is to give students the fundamental elements to understand the application of criminal rules.
to this end, the fundamental concepts and categories of crime legal theory are analyzed from a practical perspective, such as typicity, anti-juridicity and guilt. in addition, the forms of participation in the crime, the iter criminis and the system of penalties and security measures are examined.
along with the questions of the general part of criminal law and the legal consequences of the crime, different types of crimes and their constituent elements are also addressed from the analysis of real or simulated files. it focuses on the ability of students to argue legally and move knowledge to practice, encouraging the use of legal documents proper to criminal practice.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"l'assignatura de pràctica processal penal té tres principals objectius. en primer lloc, analitzar els diferents tipus de judicis de caràcter penal existents en el nostre ordenament jurídic; en segon lloc, examinar les diferents activitats processals que es poden dur a terme en cadascuna de les etapes i fases dels procediments judicials penals, i, en tercer lloc, estudiar l’activitat professional de l'advocacia i la procura en aquest ordre jurisdiccional. 
les sessions de l'assignatura podran impartir-se en català o castellà, segons determini el professorat.",ca,100,"the subject of criminal procedural practice has three main objectives. firstly, to analyze the different types of criminal judgments existing in our legal order; secondly, to examine the different procedural activities that can be carried out in each of the stages and phases of criminal judicial proceedings, and thirdly to study the professional activity of law and prosecution in this jurisdictional order.
the sessions of the subject may be taught in catalan or spanish, as determined by the teachers."
"l'assignatura d'estada de pràctiques externes i consistirà en una estada en un despatx o bufet professional de l'advocacia i/o de la procura i es podrà desenvolupar també a jutjats o tribunals, administracions públiques, institucions oficials, empreses, establiments policials, centres penitenciaris, de serveis socials o sanitaris i entitats sense ànim de lucre, sempre que hi hagi places disponibles que compleixin els requisits formatius propis del màster en advocacia i procura.",ca,100,"the subject of stay of external practices and will consist of a stay in a professional law firm or law firm and may also be developed in courts or tribunals, public administrations, official institutions, companies, police establishments, prison centers, social or health services and non-profit entities, provided that there are places available to meet the training requirements of the master in advocacy and prosecution."
"l'assignatura d'estada de pràctiques externes ii consistirà en una estada en un despatx o bufet professional de l'advocacia i/o de la procura i es podrà desenvolupar també a jutjats o tribunals, administracions públiques, institucions oficials, empreses, establiments policials, centres penitenciaris, de serveis socials o sanitaris i entitats sense ànim de lucre, sempre que hi hagi places disponibles que compleixin els requisits formatius propis del màster en advocacia i procura.",ca,100,"the subject of stay of external practices and will consist of a stay in a professional law firm or law firm and may also be developed in courts or tribunals, public administrations, official institutions, companies, police establishments, prison centers, social or health services and non-profit entities, provided there are places available to meet the master's own training requirements in advocacy and prosecution."
"el treball de fi de màster s'articula a través de la simulació d'un judici en un dels ordres jurisdiccionals vigents, en el qual els estudiants hauran d'assumir el rol d'un dels actors que participen durant el procediment judicial.",ca,100,"master's work is articulated through the simulation of a trial in one of the current jurisdictional orders, in which students must assume the role of one of the actors involved during the judicial procedure."
"aquesta assignatura és una introducció a la definició dels conceptes fonamentals de l'antropologia social i cultural, de manera que l'alumne de treball social els assimili i els incorpori al conjunt de coneixements que, des de diferents disciplines, se li van donant sobre el sistema social i cultural, al llarg dels quatre anys d'estudis. al marge dels continguts que omplen el programa, també és objectiu de l'assignatura donar a l'estudiant una certa capacitat de relativització i de presa de distància respecte a la pròpia cultura entesa en aquest cas, sobre tot, com un sistema de valors i normes que ens identifica. és en aquest sentit que l'assignatura vol contribuir a la formació integral dels futurs treballadors i treballadores socials.",ca,100,"this subject is an introduction to the definition of the fundamental concepts of social and cultural anthropology, so that the student of social work assimilates them and incorporates them into the set of knowledge that, from different disciplines, are given about the social and cultural system, throughout the four years of studies. apart from the contents that fill the program, it is also the objective of the subject to give the student a certain capacity of relativization and distance taking with respect to the culture understood in this case, above all, as a system of values and rules that identifies us. is in this sense that the subject wants to contribute to the integral training of future social workers."
"l'assignatura pretén que l'alumnat s'aproximi des d'un punt de vista teòric-conceptual a la disciplina del treball social, per trobar el seu sentit i la naturalesa, de manera que l’ajudi a definir la professió, des d’una dimensió integrada i globalitzadora, familiaritzar l’alumnat amb l’entorn social actual del treball social a través d’una perspectiva històrica, capacitar-lo per comprendre, analitzar i saber donar resposta a les necessitats socials, articulant coherentment tots els instruments que ofereix el procés metodològic d’intervenció, tot acostar-lo als diferents models d’intervenció psicosocial i cercant sensibilitzar-lo vers la necessitat de valorar els principis d’actuació des de l’ètica i la deontologia professional.",ca,100,"the subject aims that students approach from a theoretical-conceptual point of view to the discipline of social work, to find their sense and nature, so that it helps to define the profession, from an integrated and globalizing dimension, to familiarize students with the current social environment of social work through a historical perspective, to train it to understand, analyze and know how to respond to social needs, coherently articulating all the instruments offered by the methodological process of intervention, by bringing it closer to different models of psychosocial intervention and seeking to sensitize it towards the need to assess the principles of ethics and performance."
"mitjançant d’aquesta assignatura es pretén introduir a l'alumant al mon universitari, els serveis que s'ofereixin i les eines informàtiques d'estudi i de recerca universitària. a més es treballaran per una banda, els aspectes bàsics de la formació universitària d’un graduat/ada en treball social: com el pla d'estudis, els textos bàsics per a la disciplina, i les característiques bàsiques del llenguatge professional. per altra banda, es tractaran aspectes bàsics per al treballador social com a professional (tècniques d’estudi, de investigació social, així com tècniques de comunicació oral i escrita), incloses les seves sortides professionals",ca,100,"through this subject, it is intended to introduce the student to the university world, the services offered and the computer tools of study and university research. in addition, the basic aspects of the university training of a graduate in social work will be worked on one hand: such as the curriculum, basic texts for discipline, and the basic characteristics of professional language. on the other hand, basic aspects for social worker will be treated as a professional (study techniques, social research, as well as oral and written communication techniques), including their professional outputs"
"aquesta assignatura ofereix els fonaments teòrics i pràctics per comprendre com les persones construïm i ens construïm amb relació al context social. veurem diferents aspectes individuals i de caràcter social (processos psicosocials) que es troben a la base i condicionen la nostra individualitat, les relacions interpersonals que establim i la globalitat social. veurem com els aspectes psicològics són indissociables dels socials, i aprendrem a tenir en compte el context en què es generen per tal d'entendre i analitzar les diferents situacions que ens podem trobar com a persones i com a professionals del treball social.",ca,100,"this subject offers the theoretical and practical foundations to understand how people build and build us in relation to social context. we will see different individual and social aspects (psychosocial processes) found at the base and condition our individuality, the interpersonal relationships we establish and social globality. we will see how psychological aspects are indissociable from social, and we will learn to take into account the context in which they are generated in order to understand and analyze the different situations we can find as people and as professionals of social work."
"aquesta assignatura es presenta com a una introducció als conceptes, metodologia i instruments que fa servir la sociologia per a poder conèixer i interpretar la realitat social. alhora incorpora una metodologia d'aprenentatge i servei (aps) reconeguda per la urv i que posa en relació les necessitats de les entitats del teixit associatiu de la província de tarragona i les necessitats d'aprenentatge dels i les alumnes del grau de treball social.",ca,100,"this subject is presented as an introduction to the concepts, methodology and instruments used by sociology to know and interpret social reality. it also incorporates a methodology of learning and service (aps) recognized by the urv and that relates the needs of the entities of the associative fabric of the province of tarragona and the learning needs of the students of the degree of social work."
"l'objectiu de l'assignatura és dotar els estudiants de coneixements generals sobre el món de la comunicació i les lògiques de funcionament dels mitjans en un context de societat global i multicultural. l'assignatura transmet habilitats per analitzar els mitjans de comunicació i per al treball amb i per a ells.

l'assignatura també tracta de manera pràctica que l'estudiant adquireixi habilitats bàsiques de producció d'accions de comunicació a organitzacions i institucions vinculades amb el treball social. així es generen produccions que poden ser incloses en campanyes de comunicació a entitats com cartells, notes de premsa o creacions audiovisuals entre d'altres.

també es pretén que l'alumnat aprengui a avaluar el tractament mediàtic de grups culturals i socials minoritaris o que pateixin exclusió, així com l'impacte que els mitjans poden tenir en aquests col·lectius i en la percepció social que se'n té.",ca,100,"the aim of the subject is to provide students with general knowledge about the world of communication and the logics of media functioning in a context of global and multicultural society. the subject transmits skills to analyze the media and to work with and for them.

the subject is also practically concerned that the student acquires basic skills in producing communication actions to organizations and institutions linked to social work. thus, productions can be included in communication campaigns to entities such as posters, press releases or audiovisual creations among others.

it is also intended that students learn to evaluate the media treatment of minority cultural and social groups or who suffer exclusion, as well as the impact that media can have on these groups and the social perception that they have."
"aquesta assignatura és de caràcter obligatori en el primer curs del grau en treball social en ella s'ofereixen els fonaments teòrics i pràctics per utilitzar les habilitats comunicatives i la comunicació interpersonal aplicades al treball social.
es treballarà: el fenomen universal de la comunicació humana, donat que totes les societats utilitzen estratègies comunicatives per relacionar-se. el llenguatge verbal i no verbal que utilitzem els humans per a interaccionar i que és tan necessari per als professionals, ja que han d'aprendre a desxifrar per produir canvis necessaris per al benestar de les persones. el saber escoltar el que està passant. utilitzar habilitats per intervenir eficaçment en les diverses situacions en la que els alumnes es puguin trobar en el seu futur professional. treball empíric.",ca,100,"this subject is of obligatory character in the first course of the degree in social work in it is offered the theoretical and practical foundations to use communication skills and interpersonal communication applied to social work.
it will work: the universal phenomenon of human communication, since all societies use communication strategies to relate. the verbal and nonverbal language that humans use to interact and that is so necessary for professionals, since they must learn to decipher to produce necessary changes to the well-being of people. to hear what is happening. to use skills to effectively intervene in the various situations in which students can find themselves in their professional future. empirical work."
"el curs vol introduir a una anàlisi comprensiva de la marginació social en la qual s'emfasitzen les articulacions entre processos socials i imatges culturals. en la primera part es dóna compte de la multiplicitat d'aproximacions parcials que les ciències socials han anat aportant a la construcció del concepte de marginació social, a partir, sobretot, de les demandes d'intervenció en temes que es plantegen com a problemes socials. mentre que a la segona part, es fa un recorregut a través de les principals teories socioantropològiques sobre la marginació social. en els dos últims temes s'analitzen les principals aportacions específiques de l'antropologia a la qüestió.",ca,100,"the course aims to introduce a comprehensive analysis of social marginalization in which articulations between social processes and cultural images are emphasized. in the first part it realizes the multiplicity of partial approximations that social sciences have led to the construction of the concept of social marginalization, from, above all, the demands for intervention in topics that arise as social problems. while in the second part, a journey is made through the main socio-anthropological theories about social marginalization. in the last two topics the main specific contributions of anthropology to the question are analyzed."
"pedagogia social ofereix, des de diferents perspectives teòriques crítiques, una complexa mirada de la pedagogia com a espai de pensament i projecció pràctica de l'educació en una societat globalitzada i diversa. des d'un enfocament de drets humans, desenvolupament i justícia, es fa una aproximació crítica a problemàtiques de desigualtats, exclusions i violències que neguen el dret a gaudir d'una la vida justa. s'estudien les aportacions de pedagogies alternatives que, des de diferents àrees de coneixement, aporten recursos per a pensar i portar a la pràctica, de manera responsable i compromesa, una transformació des de la pedagogia per una societat equitativa i inclusiva.
el mitjà de comunicació oficial del curs és el fòrum en el moodle. el correu electrònic s'ha de fer servir en casos d'emergències.",ca,100,"social pedagogy offers, from different critical theoretical perspectives, a complex look at pedagogy as a space for practical thinking and projection of education in a globalized and diverse society. from a human rights approach, development and justice, a critical approach is made to problems of inequality, exclusions and violence that deny the right to enjoy a just life. alternative educational contributions are studied that, from different areas of knowledge, provide resources to think and bring to practice, in a responsible and committed way, a transformation from pedagogy to an inclusive and equitable society.
the official means of communication of the course is the forum in the moodle. email should be used in emergency cases."
"elaborar un instrument d'anàlisi útil a partir de l'enfocament de polítiques públiques, que permeti als estudiants conèixer les polítiques socials a escala micro. per poder entendre la realitat actual de les polítiques socials a nivell europeu, espanyol i català reflexionarem sobre l'estat del benestar en l'actualitat. en l'estudi es buscarà aconseguir una visió global que permeti prendre consciència de la interdependència existent entre polítiques socials, polítiques econòmiques, models d'intervenció pública i àmbits d'actuació no governamentals.",ca,100,"an instrument of useful analysis from the public policy approach, which allows students to know social policies on a micro scale. in order to understand the current reality of social policies at the european, spanish and catalan level, we will reflect on the welfare state today. in the study, we will seek to achieve a global vision that will allow awareness of the interdependence between social policies, economic policies, public intervention models and non-governmental areas of action."
"aproximació a les substàncies o contextos més habituals que poden provocar una dependència física o psicològica actualment en la nostra societat: alcohol i altres drogues, addicció al joc, pantalles, sexe, entre altres.",ca,100,"approach to the most common substances or contexts that can cause physical or psychological dependence today in our society: alcohol and other drugs, gambling addiction, screens, sex, among others."
"aquesta assignatura pretén ser una aproximació a l'àmbit del treball social educatiu, donant a conèixer les necessitats de l’alumnat i proporcionant una perspectiva d’intervenció social des de les tècniques, els recursos, els serveis i les prestacions del sector. la intervenció social en l’àmbit educatiu busca aconseguir una educació de qualitat per a tothom i la inclusió i igualtat d’oportunitats de tot l’alumnat a través de l’equitat.",ca,100,"this subject is intended to be an approach to the field of educational social work, bringing students to know the needs and providing a perspective of social intervention from the techniques, resources, services and benefits of the sector. social intervention in the educational field seeks to achieve quality education for everyone and the inclusion and equality of opportunities for all students through equity."
"en el decurs de l’assignatura es pretén aconseguir que l’alumne conegui i aprofondeixi en la multidimensionalitat : biològica, psicològica, socioantropològica i cultural del procés d´ envellir, .un altre objectiu es posar a l´abast de l´alumne les òptimes condicions teòricometodològiques i dels diferents instruments d´anàlisi per aconseguir un abordatge integral vers l´atencio a les persones grans. tot i que tradicionalment el grup d´edat de la gent gran ha estat un àmbit d’atenció del treball social amb el que s’ ha treballat abastament, pretenem donar una visió més dinàmica, complexa i canviant d´una de les etapes més llargues en la vida de les persones i al mateix temps incentivar i interessar a l´alumne en el desenvolupament i maridatge del treball social amb la gent gran, així com els diferents nivells d´intervenció.",ca,100,"in the course of the course of the subject, it is intended to ensure that the student knows and approves in the multidimensionality: biological, psychological, socio-anthropological and cultural process of ageing, . another objective is to make available to the student the optimal theoretical and optimum conditions and the different instruments of analysis to achieve an integral approach to ageing. although traditionally the age group of the elderly has been a field of social work with which it has worked, we aim to give a more dynamic, complex and changing vision of one of the longest stages in the lives of people and at the same time to encourage and interest the student in the development and pairing of social work with the elderly, as well as the different levels of intervention."
"aquesta assignatura té l'objectiu de transmetre a l'alumnat l'aprenentatge del sistema de protecció a la infància i a l'adolescència, la llei referent, poder-la interpretar i aplicar-la in situ en els els diversos casos que s'exposaran al llarg de tota l'assignatura. poder entendre un infant o adolescent maltractat/ada, abusad/a sexualment, i a les seves famílies i fer una intervenció global i en xarxa social és el factor clau per poder atendre les famílies des de la coherència, la ètica i la professionalitat.",ca,100,"this subject aims to convey to students the learning of the system of protection in childhood and adolescence, the reference law, to interpret and apply it in situ in the various cases that will be exposed throughout the course. to understand a abused child or adolescent, sexually abused, and to their families and to make a global and social network intervention is the key factor to be able to attend families from consistency, ethics and professionalism."
l'assignatura té l'objectiu d'aproximar a l'estudiantat al sistema sanitari de catalunya i aprofundir en la intervenció del treballador/a social sanitari.,ca,100,the subject aims to approach the student to the health system of catalonia and to deepen the intervention of the social health worker.
"es pretén aproximar al estudiant a l'àmbit del treball social en el col.lectiu de les persones amb diversitat funcional proporcionant una perspectiva d'abordatge des del camp social, des dels recursos, serveis i prestacions del sector. generant espais de reflexió i de discussió sobre la realitat social. totes les persones tenim capacitats i discapacitats i en el decurs de la nostra vida podem esdevenir persones amb discapacitat. partint d'aquesta idea, es fa imprescindible el coneixement d'aquest àmbit professional en l'ensenyament de treball social.",ca,100,"it is intended to approach the student to the field of social work in the collective of people with functional diversity providing a perspective of approach from the social field, from the resources, services and benefits of the sector. generating spaces of reflection and discussion about social reality. all people have abilities and disabilities and in the course of our life we can become people with disabilities. based on this idea, knowledge of this professional field is essential in teaching social work."
"l’objectiu principal de l'assignatura es basa en promoure les habilitats i coneixements necessaris per a ser agents de canvi efectius en la promoció del benestar social a través d’iniciatives emprenedores. proporcionant una comprensió integral sobre el rol del treball social en l’àmbit de l’emprenedoria social i apropant als i les estudiants als conceptes claus d’emprenedoria social i aplicació del model de negoci social. d’aquesta manera, es pretén capacitar als estudiants per a identificar les necessitats socials, dissenyar i gestionar projectes emprenedors i avaluar el seu impacte social.",ca,100,"the main objective of the subject is to promote the skills and knowledge necessary to be effective agents of change in promoting social welfare through entrepreneurial initiatives. providing an integral understanding of the role of social work in the field of social entrepreneurship and bringing students closer to the key concepts of social entrepreneurship and application of the social business model. in this way, it is intended to train students to identify social needs, design and manage entrepreneurial projects and evaluate their social impact."
"la salut mental és un element fonamental de la salut ja que sense ella no hi ha salut!"".

s’ha definit com un estat de benestar que es recolza en la consciència de les pròpies capacitats, el que suposa tolerar les tensions normals de la vida quotidiana, mantenir una ocupació productiva i profitosa, així com una relació solidària amb els altres i la comunitat. per aquest motiu la promoció, protecció i prevenció de la salut és clau i no importa només a les ciències de la salut i la sociologia sinó també a l'economia i la política. és un fenomen plenament social.

la visió de la salut mental ha de ser inter i multidisciplinari des de una perspectiva més amplia, integral i integradora en el sistema de salut. s’entén que la valoració de l’estat de salut va mes enllà de la psicopatologia ja que hem de considerar a la persona i la família, la missió dels diferents serveis, el model de treball en xarxa i el rol dels diferents professionals que intervenen i especialment el del ts dins d'un equip interdisciplinari.

la realitat d'avui és que hi ha una tendència augmentativa a que la població presenti cada vegada més determinats problemes de salut mental d’origen multifactorial i que són un repte per a les societats pel cost que representa. tenim la responsabilitat de formar-nos en aquesta àrea atenent ja que, independentment del lloc final on exercim la professió, aquests problemes de salut mental poden estar presents durant la intervenció social.

es desenvoluparan alguns dels trastorns de major incidència i s’analitzaran diferents situacions clíniques conflictives per tal de familiaritzar-se amb les repercussions de patir alguns problemes de salut mental greus i discriminar-los dels més lleus. també per aproximar a l'alumnat al funcionament que se'n deriva i les necessitats socials que se'n deriven.

l'objectiu d'aquesta assignatura és la de donar una visió ajustada i real, del món de les persones amb problemes de salut mental, desmitificant el funcionament social d'aquestes, lluitant contra el estigma que pateixen i aprenent a identificar les necessitats socials i mèdiques per tal de poder discriminar allò que és objecte de la nostra intervenció i així poder desplegar les nostres habilitats i competències com a treballadores socials per poder afavorir el seu benestar.",ca,100,"mental health is a fundamental element of health since without it there is no health!"".

it has been defined as a welfare state that supports the awareness of its own capabilities, which means to tolerate normal tensions in everyday life, maintain productive and profitable employment, as well as a solidarity relationship with others and the community. for this reason, the promotion, protection and prevention of health is key and does not matter only to the sciences of health and sociology but also to economics and politics. it is a fully social phenomenon.

the vision of mental health must be inter- and multidisciplinary from a broader, integral and integrative perspective in the health system. it is understood that the assessment of the state of health goes beyond psychopathology since we must consider the person and family, the mission of the different services, the model of networking and the role of the different professionals involved and especially the ts within an interdisciplinary team.

today's reality is that there is an increasing tendency for the population to increasingly present certain mental health problems of multifactorial origin and that are a challenge for societies for the cost it represents. we have the responsibility of training in this area as, regardless of the place where we exercise the profession, these mental health problems may be present during social intervention.

some of the highest incidence disorders will develop and different conflicting clinical situations will be analyzed in order to familiarize themselves with the repercussions of suffering some serious mental health problems and discriminate against them from the slightest. also to approach students to the functioning that is derived and the social needs that derive from it.

the aim of this subject is to give an accurate and real vision of the world of people with mental health problems, demystifying the social functioning of them, fighting against the stigma they suffer and learning to identify social and medical needs in order to be able to discriminate on what is the subject of our intervention and to be able to deploy our skills and competences as social workers in order to promote their welfare."
comprendre la utilitat de diversos àmbits de l'estadística en l'elaboració d'estudis arqueològics. dotar a l'estudiant del graduat d'uns conceptes bàsics en quant a determinades ti (tecnologies de la informació) necessaris per a la seva tasca científica i professional.,ca,100,to understand the usefulness of various areas of statistics in the development of archaeological studies. to give the graduate student basic concepts in terms of certain ti (information technologies) necessary for his scientific and professional work.
curs d’iniciació a les geociències per a la seva aplicació a l’arqueologia prehistòrica: geoarqueologia.,ca,100,course of initiation to geosciences for its application to prehistoric archaeology: geoarqueologia.
