web-scraper-order,web-scraper-start-url,description,contents
"1740066043-46","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115327/guia_docent","Aproximació als fonaments teòrics i metodològics de la Conservació i Restauració, i a la seva aplicació al registre arqueopaleotològic plistocè (especialment fauna i indústria lítica). Dins la titulació, els continguts d’aquesta assignatura poden considerar-se de caire auxiliar, ja que no es pretén formar especialistes en la matèria sinó dotar els alumnes d’uns coneixements bàsics que els preparin per afrontar les necessitats específiques de conservació del material que recuperen als jaciments i/o que estudien.","1. Introducció:1.1. Introducció a la Restauració
de Béns Culturals.1.2. Metodologia i criteris
bàsics d'actuació.1.3. El paper del restaurador
dins dels equips d'investigació2. Els
materials arqueopaleontològics i els seus problemes.                 2.1. Composició i
degradació dels materials arqueopaleontològics, amb especial atenció a restes
faunístiques i indústria lítica.                2.2. Principals
processos de deteriorament.                2.3. Estats
de conservació i problemes: des del jaciment fins a la investigació.2.4. Avaluació de l’estat de
conservació dels materials: documentació i examen previs a la diagnosi. 3. Tractaments.                3.1. Materials
i tècniques d'intervenció: neteja, consolidació i reconstrucció.                3.2. Intervencions
in situ i intervencions al laboratori.                3.3. Conservació
preventiva: emmagatzematge i conservació a llarg termini.

























                3.4. Realització
de reproduccions per tècniques tradicionals i tècniques tridimensionals."
"1740066049-47","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112508/guia_docent","L'assignatura té com a objectiu introduir als alumnes al llenguatge científic, als conceptes bàsics de la composició i estructura de la matèria en general i dels materials arqueològics, a les tècniques de difracción de raigs-X, i a les tècniques analítiques instrumentals més importants per a caracteritzar-los.","1.1.Basic fundamentals in the materials and their characterizationIntroductory sessions1.2.Atomic Structure and interatomic bonding.composition of materialsAtomic Structure. Electrons in atoms. Fundamental concepts.

The Periodic Table. Composition.

Atomic bonding in solids: Ionic, Covalent, Metallic.


The principal elements of the crust of the earth.1.3. The Structure of crystalline solidsFundamental Concepts. Periodicity.

Unit cells. Crystal Systems.

Homogeneity, anisotropy and symmetry.


Morphology and crystalline structure.1.4.Physical properties of materialsTheir relationships with the composition and the crystalline structure1.5.Characterization techniquesX-Ray Diffraction. Crystalline Powder X-R Diffraction1.6.Minerals. ClassificationMinerals. General aspects and relative abundance.

Classification of minerals.1.7.Practice Program1.-Metals and a mixture of metals identification.
2.- Identification of a mixture of metals and an alloy.
3.- Study of the components of coins. Others metals samples.
4.-Characterization of the mineralization in natural products.
5.-Characterization of the mineralization in fossils.
6.- Different Silex samples.
7.- Characterization of the pigment and the substrate in an ancient picture.
8.- Visit to the Scientific Resources Service of the URV . X-Ray Diffraction equipments. Samples Preparation. Using Software and results analysis.2.1 Archaeology and analytical chemistry- An introduction to analytical chemistry
- Archaeometry today2.2 Dating methods- radiocarbon dating
- problems and limitations2.3 Instrumental analysis- X-ray fluorescence
- commonly used spectroscopies2.4 Extracting chemical information from data- cluster analysis
- principal components analysis2.5 Recovery and analysis of DNA- DNA
- ancient DNA: retrieving information"
"1740066055-48","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115326/guia_docent","Aquesta assignatura pretén formar a l’alumne per tal que aquest sigui capaç de dissenyar i desenvolupar programes experimentals que forneixin dades per abordar problemàtiques en l’àmbit de l’arqueologia.","I. L’experimentació en arqueologia Arqueologia replicativa versus experimentació en arqueologia. Repàs de les diferents línies de pensament en relació a l'anomenada ""arqueologia experimental"".	II. Propietats dels materialsEstudi de l'estructura i propietats dels principals materials utilitzats per l'ésser humà durant la prehistòria, per conèixer el seu comportament i ser capaç d'identificar les variables que intervenen en els diferents processos de producció, ús/consum i abandó.III. L’elaboració de programes experimentals	Disseny i gestió de programes experimentals centrats en problemàtiques relacionades amb l'arqueologia."
"1740066061-49","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112504/guia_docent","Aquesta és una assignatura fonamentalment teòrica, dedicada al coneixement del desenvolupament de la cognició humana en l’evolució, a través de disciplines com la neurologia, la primatologia, la paleoantropologia, la genètica i la psicologia, tot aplicat al registre arqueològic i paleontològic del Plistocè.","A. Cervell 
  
  
  1. Anatomia bàsica i funcionament normal 
  
 
 
  
  B. Llenguatge 
  
  
  1. Connexions neurals

  2. Aparat fonador

  3. Fonaments simbòlics de la comunicació

  4. Comunicació i primats no humans 
  
 
 
  
  C. Tecnologia 
  
  
  1. Connexions cerebrals

  2. Relació amb l’esquelet postcranial

  3. Derivacions cognitives del desenvolupament de la tecnologia en l’evolució
  humana

  4. Tecnologia i primats no humans 
  
 
 
  
  D. Aprenentatge social
  
  
  1. Primats no humans

  2. Primats humans 
  
 
 
  
  E. Simbolisme 
  
  
  1. Primeres mostres artístiques

  2. Primeres pràctiques funeràries"
"1740066067-50","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113583/guia_docent","L'estudi de les restes vegetals presents als dipòsits arqueològics constitueix la base de l'Arqueobotànica, una disciplina fonamental per a reconstruir les condicions paleoambientals del passat, el context en el que es van desenvolupar les ocupacions humanes al llarg dels diferents períodes i per entendre la relació dels grups humans amb els recursos vegetals presents al paisatge","1. Conceptes Generals sobre Clima2. Paisatges i Ecosistemes3  Evolució Humana i Evidències Arqueobotàniques4 Les Microrrestes Vegetals5 Les Macrorrestes Vegetals6 Tafonomía i Experimentació7 Etnoarqueobotànica"
"1740066072-51","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114908/guia_docent","Aquesta assignatura presenta breument els principis de la microscòpia així com els diferents aparells òptics i electrònics que tenim a l’abast. A continuació, se centra en les aplicacions més comuns que té la microscòpia en les diverses disciplines implicades en l’estudi del registre arqueològic.","I. Introducció. Introduir els fonaments físics tant de la microscòpia òptica com de la microscòpia electrònica.II. Aplicació i mostreig. Els àmbits d’aplicació de la microscòpia en arqueologia. La recollida i preparació de mostres.III. Microscòpia òptica. Microscòpia òptica (lupa binocular i microscopis metal•logràfic i petrogràfic). La microscòpia digital 3D.
IV. Microscòpia electrònica. Microscòpia electrònica (MER i MET).V. Microscòpia confocal.
VI. Protocols de recerca. Elaboració i execució de protocols de recerca."
"1740066080-52","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112507/guia_docent","Treball d'iniciació a la recerca avançada en arqueologia del quaternari i evolució humana. El format i el contingut s'ha d'acostar al de la producció científica real.",""
"1740066088-53","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent","En aquesta assignatura es realitza un recorregut general per l’evolució humana i pels fòssils humans més importants que documenten aquesta evolució. En primer lloc, per conèixer l’ordre del Primats, a on s’inclouen els humans, s’analitzen les característiques comuns als primats actuals i la seva classificació. En segon lloc, de forma més específica, es presenten les diferents espècies fòssils que pertanyen a la nostra família evolutiva: els homínids. S’analitzen les característiques del homínids i com aquestes han aparegut a llarg de l’evolució. En darrer terme, es documenta l’aparició i expansió de la nostra espècie: Homo sapiens; l’única de les espècies d’homínids que viu a l’actualitat.","I. L’evolució humana i la seva metodologia.
 
  
  I.a. Teoria evolutiva
  i paleontologia humana.

  I.b. Metodologia i anàlisi evolutiu.
  
 
II. Els Primats.II.a. Els Primats actuals: classificació i característiques.
II.b. Evolució dels Primats: el registre fòssil dels primats.
II.c. La superfamília dels hominoideos i la seva evolució.
 
 
III. Els primers homínidsIII.a. El primers representants de família homínida.

III.b. Australopithecus i Paranthropus.

III.c. Altres homínids no humans.IV. El gènere Homo.IV.a. L’origen d’Homo i la tecnologia. 

IV.b. El Poblament del continent asiàtic.

IV.c. Poblament i evolució a Europa: els jaciments de la serra d’Atapuerca.

IV.d. Els neandertals.

IV.e. L’origen i l’evolució d’Homo sapiens."
"1740066096-54","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent","Un curs d’Epistemologia és fonamental per enquadrar els corrents teòrics i models interpretatius de l’arqueologia. És necessària una anàlisi diacrònica que presenti els canvis de paradigma que s’han produït com un estudi de la situació actual que permeti a l’alumne d’enquadrar les formes interpretatives actuals i que li permeti de dur a terme la seva propia recerca i avaluar l’eficàcia i correcció de les interpretacions corrents. Dedicarem esforços a avaluar les qüestions epistemològiques relacionades amb la recerca que cada estudiant està realitzant. Així mateix informarem sobre la realitat de la Carrera Investigadora en el marc euroopeu.","I. Bases del coneixement 
  
  
  Definició d’Epistemologia

  La ciència com a epifenomen de l’evolució. Ment i ciència

  El mètode científic. Les bases del coneixement científic
  
 
 
  
  II. Recerca i demostració 
  
  
  Lògica de la recerca i de la
  demostració. Llenguatge

  Els límits de la ciència
  
 
 
  
  III. Mètodes en la història 
  
  
  El creixement històric del coneixement versus
  revolucions científiques

  Conceptes de mètode
  
 
 
  
  IV. Ciència i arqueologia 
  
  
  Ciència històrica

  Ciència arqueològica. Teoria, mètode i nivells analítics. 

  El registre: representativitat, objectivitat i demostració

  La teoria de l’evolució com paradigma
  
 
 
  
  V. Ciència, societat i ètica 
  
  
  Ciència i societat: socialització

  Ciència i ètica. Piltdown i la Fíbula Prenestina: el perquè dels fraus.

  Ciència i gènere: Watson i Crick versus
  Franklin"
"1740066102-55","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent","En aquesta assignatura es facilita informació sobre els mètodes i mecanismes per l'elaboració de la Tesis de master, es fa el seguiment de la mobilitat en altres centres i s'incorporen les pràctiques realitzades pels alumnes durant la seva mobilitat o participació en excavacions.","En aquesta assignatura es facilita informació sobre els mètodes i mecanismes per l'elaboració de la Tesis de master, es fa el seguiment de la mobilitat en altres centres i s'incorporen les pràctiques realitzades pels alumnes durant la seva mobilitat o participació en excavacions."
"1740066108-56","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent","Aquesta assignatura ofereix una visió general de l’evolució del poblament prehistòric d’Àsia i Oceania. L’exposició de la Prehistòria d’Àsia comença al Plistocè inicial i finalitza al Neolític. D’altra banda es remarquen les diferències entre la dinàmica ocupacional d’Àsia i el poblament prehistòric d’Austràlia i Nova Guinea, que comença al Plistocè superior i es perllonga fins l’arribada del colonitzadors occidentals. També es fa referència a l’expansió humana per les illes del Pacífic. Aquesta assignatura pretén contribuir a que l’alumne assoleixi un coneixement global sobre el poblament prehistòric de tots els continents, fugint d’una visió excessivament eurocentrista de la Prehistòria.","I. El poblament inicial d’Àsia(tema 1)II. El Plistocè mig a Àsia(temes 2 i 3)III. El Plistocè superior inicial a Àsia(tema 4)IV. La Colonització de Sahul i les Illes Salomó(tema 5)V. Tecnologia i Paleoeconomia de Sahul durant el Plistocè i l’inici de l’Holocè(Tema 6)VI. La transició del Plistocè a l’Holocè a Àsia, i el neolític asiàtic(tema 7)VII. L’expansió per les illes del Pacífic(tema 8)"
"1740066114-57","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent","Àfrica és l’únic continent on s’ha recuperat registre arqueològic de tots els períodes prehistòrics, des de l’aparició de la humanitat i l’adquisició de la tecnologia fins als processos de neolitització i el desenvolupament de les societats complexes. Arqueòlegs, paleontòlegs i altres científics han analitzat aquest registre per reconstruir l’evolució dels estils de vida dels humans i conèixer els mecanismes adaptatius desenvolupats en cadascun dels períodes prehistòrics. Aquest curs temàtic sobre la Prehistòria d’Àfrica intenta recollir els temes de debat més actuals als cercles científics. L'objectiu és que l’alumni assoleixi els criteris necessaris per poder analitzar els aspectes més candents sobre l’origen humà, la seva expansió cap a altres continents, la diversificació regional (Middle i Later Stone Age a l’Àfrica sub-sahariana o Paleolític mig i superior al Nord d’Àfrica), les estratègies de subsistència, l’art rupestre del continent i l'arribada dels processos de neolitització.","1. Introducció

1.  
Història de les
investigacion

2.  
Context geològic,
geomorfològic i geogràfic

3.  
Nocions d’evolució

 

2. Orígens i expansió de la humanitat

1.  
Els primers homínids

2.  
Els primers jaciments
arqueològics

3.  
La tecnologia dels primers
homínids

4.  
La subsistència dels
primers homínids

5.  
Homo ergaster i l’adaptació
axeliana

6.  
El paleolític inferior al
Nord d’Àfrica

7.  
La hipòtesis del Out of
Africa

 

3. Diversificació regional i l’origen
del comportament humà modern

1.  
La Middle Stone Age

2.  
El Paleolític mig del Nord
d’Àfrica

3.  
L’origen dels homínids anatòmicament
moderns

4.  
La Later Stone Age
sub-sahariana

5.  
Paleolític superior al
Nord d’Àfrica

 

4. Prehistòria recent

1.  
La producció alimentària a
l’Àfrica

2.  
Ramaderia i agricultura al
Nord-oest i al Sàhara

3.  
Els primers productors a
l’Àfrica sub-sahariana

4.  
L’art rupestre i la seva
diversificació

5.  
Cap a les societats
complexes"
"1740066120-58","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent","L’assignatura de Prehistòria d’Europa ofereix el panorama del poblament prehistòric al continent des de la colonització i les primeres ocupacions humanes (plistocè inferior, més d’un milió d’anys) fins a les societats que transformen el seu mode de vida de caçadors-recol·lectors pel de caçadors-recol·lectors-productors (10.000 BP). Es caracteritzen els aspectes paleoantropològics, tecnològics, paleoecològics i culturals. Es plantegen els grans debats en els quals treballen els investigadors i s'exposen les dades de tipus arqueològic (els jaciments) que millor il•lustren els fets que s'exposen i les hipòtesis que s'expliquen. Aquesta assignatura contribueix al coneixement del poblament més antic d’Europa i a la seva evolució, donant a l’alumne una visió diacrònica dels processos duts a terme, de la seva distribució territorial i del seu origen.
https://www.urv.cat/ca/estudis/masters/oferta/arqueologia-quaternari/","I. Cronologia i evolució paleoclimàtica II. El primer poblament d’Europa. El paleolític inferior.III. El paleolític mig.IV. La crisi del 40.000 BP i l’arribada de l’Homo sapiens. El paleolític superiorV. El neolític i la fi del caçadors-recol·lectors"
"1740066126-59","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112506/guia_docent","Les comunitats humanes es mouen ineludiblement dins d’un marc ecològic que les condiciona i al qual elles mateixes condicionen alhora. Per a poder interpretar correctament els condicionants paleoecològics o de l’ecologia del passat, és necessari de conèixer els fonaments de la neoecologia o ecologia del present. La necessitat de dotar, a l’alumnat del Màster en Arqueologia de Quaternari i Evolució Humana, d’unes bases ecològiques fa que aquesta disciplina formi part troncal del seu pla curricular.","1. Història dels climes i ambients del Quaternari- Evolució de les condicions climàtiques- Canvis ambientals al llarg del Quaternari2. De la neoecologia a la paleoecologia- Història de la paleoecologia- Fonaments de l'ecologia- Conceptes per a la reconstrucció paleoambiental- El principi de l'uniformitarianisme de Hutton3. Reconstrucció de la paleoecologia humana i context de l'evolució humana- Reconstruccions a diferents escales temporals i espacials- Dels assemblatges a les associacions (xarxes tròfiques i capacitat de càrrega)- Interaccions: depredació, competència, repartiment de nínxols4. Estacionalitat i comportament humà- Estacionalitat de les ocupacions humanes- Diversitat alimentària als homínids5. Evolució humana en el marc dels canvis climàtics del Pliocè- Evolució climàtica del Pliocè- Estudis interdisciplinaris i reconstrucció de la paleoecologia humana- Paisatges, adaptació anatòmica humana, tecnologia i dieta6. Els primers assentaments a Europa- Migracions i colonització- Paisatges i mobilitat- El clima com a factor determinant- Limpacte ecològic de les migracions7. Processos de domesticació: un cop a la paleoecologia humana- Passat i present en la detecció de la domesticació: la síndrome de domesticació- Diverses teories per explicar (la) principal resposta humana mundial- Adaptació d´ampli espectre, domesticabilitat, pressió demogràfica- Noves dades, noves aportacions8. Rastreig de la gestió animal mitjançant isòtops: paleoecologia humana 2.0- Dades reproductives per detectar el control sobre la reproducció: primeres evidències- Moviments danimals per inferir la gestió ecològica humana- Sobrepastoreig i activitats farratgeres: modelització dels canvis del paisatge vegetal"
"1740066131-60","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent","Aquesta és una assignatura teòrica i pràctica, dedicada a l’adquisició de tècniques de excavació en Quaternary per part de l’alumnat, així com el seu desenvolupament en l’àmbit del coneixement dels paisatges sedimentaris i els jaciments més importants d’Euraisa i Àfrica.","A. Geoarqueologia
  
  
  Principis de
  geoarqueologia

  Paisatges sedimentaris: depòsits fluvials, lacustres, glaciars, desèrtics,
  etc.

  Unitats i nivells

  Sediments i partícules 
  
 
 
  
  B. Mètodes d’excavació
  
  
  Prospecció

  Tipus d’excavació en Quaternari

  Tècniques de excavació i registre

  Cóm s'excaven els jaciments euroasiàtics i africans més importants."
"1740066137-61","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent","Curs d’iniciació a les geociències per a la seva aplicació a l’Arqueologia prehistòrica: Geoarqueologia.","I. Introducció a les geocències i la geoarqueologia	Definició de les diferents disciplines que abracen les geocències i la geoarqueologia en particular.II. Cronologia i Estratigrafia
Presentar la cronologia i els criteris estratigràfics que defineixen el Quaternari.III. La representació estratigràfica	Tècniques de camp i laboratori per a la descripció i la identificació dels components dels materials geològics i estrats. La representació estratigràfica.IV. Sedimentologia i la geomorfologiaIntroducció a la sedimentologia i la geomorfologia. V. EdafologiaIntroducció a la edafologia."
"1740066142-62","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114028/guia_docent","Comprendre la utilitat de diversos àmbits de l'estadística en l'elaboració d'estudis arqueològics. Dotar a l'estudiant del graduat d'uns conceptes bàsics en quant a determinades TI (tecnologies de la informació) necessaris per a la seva tasca científica i professional.","1. Introducció.     - Tipus de dades.- Taules i representacions gràfiques. - Programari per anàlisi estadístic. 2. L'Estadística
descriptiva.   - Estadística descriptiva.- Tractament de dades.- Teoria de mostreig.- Probabilitat.- Distribució
Normal. 3. Probabilitats i distribucions         - Probabilitat.- Distribució
Normal.  4. Tests d’hipòtesis.       - Intervals de
confiança.- Contrasts a
partir dels intervals.- Prova de la
Ji-quadrat.- Tests de bondat
d’ajustament. 5. Anàlisis bivariant.     - Anàlisis de la variància.- Correclació.- Regressió.  6. Mesures de distància i
dendogrames     - Mesures de similitud.- Clústers. 7. Anàlisi multivariant  - Anàlisi factorial i components principals.

































































- Anàlisi de correspondència."
"1740066149-63","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114915/guia_docent","La Zooarqueologia i la Tafonomia són dues disciplines imprescindibles avui en dia en qualsevol treball relacionat amb el món de la Prehistòria. La Zooarqueologia s’ocupa de les relacions entre els grups humans i els animals en èpoques passades. A partir d’aquesta disciplina s’infereixen gran quantitat de dades paleoeconòmiques que permeten plantejar-se qüestions relacionades amb les estratègies de subsistència o de tipus social. La Tafonomia estudia els processos d’enterrament i de fossilització de les entitats biològiques del passat, per tant, la formació de jaciments. Aquesta disciplina permet identificar els agents que produeixen les diferents alteracions, biostratinòmiques i fossildiagenètiques que afecten a les restes faunístiques dels jaciments. L’anàlisi d’aquestes alteracions, així com la identificació dels agents que les produeixen i la seva seqüència d’intervenció permeten extreure informació paleoecològica de importància rellevant per interpretar les associacions fòssils.","I. TAFONOMIA
  
  
  Tema
  1. Tafonomia: Antecedents de la disciplina. Conceptes bàsics, teoria i
  mètodes. 

  

  Tema 2. Processos naturals post-mortem: Mort, desarticulació i dispersió.

  

  Tema 3 Modificacions tafonòmiques d’origen biològic

  

  Tema 4. Processos fossildiagenètics: modificacions tafonòmiques d’origen no
  biològic

  

  Tema 5. Tafosistema. Interpretació tafonòmica de jaciments prehistòrics.
  
 
 
  
  II. ZOOARQUEOLOGIA 
  
  
  Tema
  6. Introducció a la Zooarqueologia. Història de la disciplina i paradigmes
  actuals.

  

  Tema 7. Relacions amb altres disciplines

  

  Tema 8. Identificació taxonòmica.

  

  Tema 9. Càlculs de la mostra estudiada.

  

  Tema 10. Activitats humanes relacionades amb el processament i consum dels
  animals.

  

  Tema 11. Aspectes paleoeconòmics i altres inferències."
"1740066156-64","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/114079/guia_docent","Aquesta assignatura està dedicada a l’estudi de les eines lítiques prehistòriques, i té un caràcter específicament central en aquesta titulació. D’una banda, per l’estreta relació entre tecnologia i evolució humana, i, de l’altra, perquè els instruments de pedra representen una part essencial del registre arqueològic a partir del qual reconstruïm molts dels aspectes culturals de la Prehistòria. L’assignatura proporciona uns coneixements bàsics per al seguiment d’altres assignatures que plantegen visions diacròniques de la Prehistòria a escala continental.","I. Tecnologia Lítica i Prehistòria. Nocions elementals, història de la disciplina i principals corrents teòriques i metodològiques.
II. Les matèries primeres lítiques, la mecànica de fractura de les roques i els sistemes i tècniques de producció lítica.III. Els sistemes d’anàlisi i classificació d’instruments lítics.
IV. Desenvolupament històric de la tecnologia lítica. Els Modes Tècnics.
V. L’anàlisi de conjunts arqueològics. Protocols de recerca, disciplines específiques i interpretació d’ocupacions humanes."
"1740066163-65","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113733/guia_docent","Visió global del desenvolupament cultural dels grups prehistòrics a la Península Ibèrica des dels primers pobladors fins a l'Edat del Bronze, dins del seu context geogràfic i paleoambiental.","I. IntroduccióTema 1.- L’estat actual de la investigació. Factors geològics i històrics.II. Primers pobladorsTema 2.- Els primers pobladors.
Tema 3.- El poblament paleolític durant el Plistocé Mitja. El Paleolític Inferior.
Tema 4.- Les ocupacions de la Sierra de Atapuerca durant el Plistocé Mitjà.III. Paleolític MitjàTema 5.- El Paleolític Mitjà.
Tema 6.- El Paleolític Mitjà a la Península Ibèrica.
Tema 7.- Patrons d’assentament i estratègies de subsistència durant el Paleolític Mitjà.IV. Paleolític superiorTema 8.- La transició Paleolític Mitjà/Superior.
Tema 9.- El Paleolític Superior inicial.
Tema 10.- El Paleolític Superior final.
Tema 11.- Patrons d’assentament i estratègies de subsistència al Paleolític Superior.V. Post-PaleolíticTema 12.- La crisi de les societats caçadores-recol•lectores.
Tema 13.- El Neolític.
Tema 14.- El Calcolític i l’Edat del Bronze"
"1740066169-66","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/116949/guia_docent","Aquesta assignatura ofereix una visió general del poblament prehistòric d’Amèrica, des de les primeres ocupacions humanes (al Plistocè final), fins a la desaparició de les societats complexes precolombines i l’arribada dels colonitzadors europeus. L’assignatura està enfocada primordialment a l’estudi de les primeres fases del poblament (Plistocè final i Holocè inicial). Aquesta assignatura pretén contribuir a que l’alumne assoleixi un coneixement global sobre el poblament prehistòric de tots els continents, fugint d’una visió excessivament eurocentrista de la Prehistòria.","I. El poblament Inicial d’Amèrica			
II. Els paleoindis			
III. El període arcaic			
IV. Els orígens de l’agricultura			
V. L'aparició de les societats complexes"
"1740066176-67","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113729/guia_docent","Els mamífers van ser una part important del món prehistòric. En moltes excavacions, gran part del material recuperat són restes de grans mamífers. L’estudi paleontològic d’aquestes restes pot donar informació sobre l’edat i el paleoambient del jaciment i aportar dades als estudis tafonòmics. Els canvis biogeogràfics estan relacionats amb canvis climàtics. Existeixen molts estudis que intenten relacionar dispersions humanes fora de l’Àfrica i/o cap a Europa amb dispersions de grans mamífers. Un coneixement íntim de la paleontologia de grans mamífers és imprescindible per un prehistoriador. El curs de “Paleontologia de mamífers” consta de tres parts. La primera part està dedicada als coneixements anatòmics i taxonòmics bàsics, necessaris per poder excavar i interpretar un jaciment. La segona part tracta de l’evolució dels mamífers del Quaternari d’Europa occidental, les faunes clàssiques i importants del Quaternari eurasiàtic i Plio-Plistocè africà, i la biogeografia. La tercera part consta de treballs individuals dels alumnes.","Bloc 1. Anatomia
  
  
  
  1.- Introducció a l’anatomia

  2.- Pràctiques: reconèixer els elements principals de l’esquelet i de la
  dentició i saber identificar els principals grups taxonòmics dels grans
  mamífers en base aquests elements. La lògica de la sistemàtica taxonòmica és
  la base per la identificació dels grups dels mamífers.
  
 
 
  
  Bloc 2. Sistemàtica i evolució dels
  grans mamífers del Quaternari Europeu 
  
  
  1.- Introducció a la taxonomia

  2.- Cercopithecidae

  3.- Carnivora

  4.- Proboscidea 

  5.- Perissodactyla

  6.- Artiodactyla

  7.- Els canvis faunístics europeus en relació amb el clima global
  
 
 
  
  Bloc 3. Els
  conjunts principals de mamífers grans del Quaternari eurasiàtic i del
  Plio-Plistocè Africà 
  
  
  1.- Europa: plistocè Inferior 

  2.- Europa: plistocè Mig 

  3.- Europa: plistocè Mig/Superior

  4.- Europa: plistocè Mig/Superior - Faunes glacials 

  5.- Àfrica: Pliocè

  6.- Àfrica: plistocè

  7.- Àsia Occidental: Plio-Plistocè

  8.- Àsia Central y
  Oriental: plistocè

  9.- Les principals faunes insulars

  10.- Les extincions al final del plistocè"
"1740066182-68","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/113731/guia_docent","Donar una visió general dels objectius de l'etnoarqueologia i de la seva justificació teòrica i metodològica, així com posar de relleu la seva importància en el panorama actual de la recerca arqueològica. Sintetitzar els resultats proporcionats per l'etnoarqueologia en diferents àmbits de recerca, especialment pel que fa a la resolució de problemàtiques arqueològiques concretes.","I. Introducció	Tema 1.- Fonaments teòrics i històrics de l’etnoarqueologia II. Etnoarqueologia i estratègies de subsistència	Tema 2.- Etnoarqueologia dels caçadors-recol•lectors.Tema 3.- Estratègies de subsistència.III. Relació amb el territori	Tema 4.- Patrons d’assentament.Tema 5.- Organització de l’espai.IV. El coneixement tècnic.	Tema 6.- Organització de les activitats i gestió del coneixement tècnic. V. Societats productores	Tema 7.- Etnoarqueologia de les societats productores."
"1740066188-69","https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3456/assignatures/112512/guia_docent","Aproximació als fonaments teòrics i metodològics de la Conservació i Restauració, i a la seva aplicació al registre arqueopaleotològic plistocè (especialment fauna i indústria lítica). Dins la titulació, els continguts d’aquesta assignatura poden considerar-se de caire auxiliar, ja que no es pretén formar especialistes en la matèria sinó dotar els alumnes d’uns coneixements bàsics que els preparin per afrontar les necessitats específiques de conservació del material que recuperen als jaciments i/o que estudien.","1. Introducció:1.1. Introducció a la Restauració
de Béns Culturals.1.2. Metodologia i criteris
bàsics d'actuació.1.3. El paper del restaurador
dins dels equips d'investigació2. Els
materials arqueopaleontològics i els seus problemes.                 2.1. Composició i
degradació dels materials arqueopaleontològics, amb especial atenció a restes
faunístiques i indústria lítica.                2.2. Principals
processos de deteriorament.                2.3. Estats
de conservació i problemes: des del jaciment fins a la investigació.2.4. Avaluació de l’estat de
conservació dels materials: documentació i examen previs a la diagnosi. 3. Tractaments.                3.1. Materials
i tècniques d'intervenció: neteja, consolidació i reconstrucció.                3.2. Intervencions
in situ i intervencions al laboratori.                3.3. Conservació
preventiva: emmagatzematge i conservació a llarg termini.

























                3.4. Realització
de reproduccions per tècniques tradicionals i tècniques tridimensionals."
