web-scraper-order,web-scraper-start-url,description
1740065787-11,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117003/guia_docent,"Disseny gràfic: El llenguatge i més concretament el llenguatge gràfic és l’eina principal del disseny gràfic. S’estudiarà per controlar la manera en que els missatges visuals es poden generar. El disseny gràfic és una activitat que consisteix en definir les característiques formals finals de peces de comunicació visual a partir d’un encàrrec. El dissenyador in-forma, dóna forma gràfica a una comunicació determinada. Disseny multimèdia: Aquesta assignatura pretén introduir a l'alumne en les eines i les plataformes pròpies del disseny multimèdia"
1740065794-12,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117029/guia_docent,"El principal objectiu de l'assignatura és apropar l'alumnat a les diferents formes de comunicació i representació existents, així com capacitar-lo per a conèixer algunes de les eines de pensament crític, de reflexió i d'anàlisi útils en el marc del context comunicatiu actual i canviant."
1740065801-13,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117012/guia_docent,L'objectiu de l'assignatura és el de capacitar l'alumnat en el coneixement dels principals corrents estètics que imperen en l'àmbit de la comunicació i la cultura visual contemporànies.
1740065809-14,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117022/guia_docent,"Estudi de les nocions bàsiques de l'ordenament jurídic i sistema polític; en especial l'Estat i la Constitució, el sistema polític espanyol i les institucions constitucionals. Així com les institucions de la Unió Europea i el Dret comunitari."
1740065817-15,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117011/guia_docent,"L’assignatura MÓN ACTUAL serà impartida per un professor del Departament d’Història, i analitzarà l’evolució mundial des de 1945 fins a dia d’avui. Es treballaran sobretot interaccions polítiques i geoestratègiques, a fi i efecte que els alumnes de Comunicació tinguin una base prou sòlida per a poder afrontar la resta de matèries de la carrera."
1740065825-16,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117004/guia_docent,"L'assignatura està destinada a què l'alumnat conegui i domini les tècniques bàsiques de locució i presentació per als mitjans audiovisuals i altres escenaris de comunicació interpersonal. El curs aborda des de l'expressió i la modulació de la veu fins a la gestió del llenguatge corporal en presentacions. A més, els estudiants aprendran a adaptar el seu estil de comunicació a diferents formats mediàtics, incloent-hi televisió, ràdio i presentacions en directe, assegurant-se que poden entregar missatges clars i efectius en qualsevol context."
1740065833-17,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3563/assignatures/117010/guia_docent,"L'assignatura proporciona als alumnes les nocions bàsiques d'estructura i canvi social, analitzant les transformacions que van donar lloc al pas de la societat industrial a la societat postindustrial."
1740065841-18,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117283/guia_docent,"Aquesta assignatura està organitzada en dues parts independents, però complementàries. 
Durant el primer quadrimestre, a l'apartat d'Història de la Comunicació, ens dedicarem a l'estudi de l'evolució històrica de les tecnologies, els mitjans, les organitzacions i les modalitats o formes de la comunicació social, des de la invenció de la impremta fins a l'actualitat, posant l'accent en les dimensions sociopolítica i sociocultural.
El segon quadrimestre es dedicarà a l'anàlisi de l'evolució i l'estructura del sistema comunicatiu actual, tant a nivell internacional com local. L'objectiu és fer una foto fixa dels grans grups empresarials dedicats a la comunicació i a la situació i tendències dels principals subsectors comunicatius."
1740065853-19,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117013/guia_docent,"Amb aquesta assignatura l’alumnat es familiaritzarà i dominarà de manera elemental les diferents tecnologies de creació audiovisual. Obtindrà les habilitats tècniques suficients que li permetrà generar productes audiovisuals. Serà capaç de distingir i d’analitzar els diversos processos de producció audiovisual atenent a criteris com qualitat, costos, formats, temps o dificultat. L'assignatura es descomposa en tres blocs temàtics: Àudio, Vídeo i Internet."
1740065861-20,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117014/guia_docent,"Aquesta assignatura pretén que els alumnes consolidin els coneixements de la llengua catalana, tant orals com escrits, i coneguin els trets propis del seu dialecte que també formen part de la llengua estàndard, perquè els puguin utilitzar en les diferents situacions comunicatives formals en què es puguin trobar. També pretén que els alumnes consolidin els seus coneixements de la llengua atenent la diversitat lingüística i l'ús que se'n fa en els MCM i en la publicitat, i vol capacitar-los per redactar diferents tipus de textos (tant periodístics com publicitaris i de productes audiovisuals) en català, tenint en compte la correcció i l'adequació al seu univers comunicatiu. Finalment, també pretén reflexionar sobre l'ús de la llengua en els MCM, centrant també l'atenció en els llibres d'estil d'aquests mitjans."
1740065869-21,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117018/guia_docent,"L'objectiu de l'assignatura és l'aprofundiment en el domini de l'estàndard escrit i oral de la llengua espanyola, a fi de reforçar les competències comunicatives de l'alumnat amb vista a l'exercici professional."
1740065876-22,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117006/guia_docent,"Disseny gràfic: El llenguatge i més concretament el llenguatge gràfic és l’eina principal del disseny gràfic. S’estudiarà per controlar la manera en que els missatges visuals es poden generar. El disseny gràfic és una activitat que consisteix en definir les característiques formals finals de peces de comunicació visual a partir d’un encàrrec. El dissenyador in-forma, dóna forma gràfica a una comunicació determinada. Disseny multimèdia: Aquesta assignatura pretén introduir a l'alumne en les eines i les plataformes pròpies del disseny multimèdia"
1740065883-23,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117005/guia_docent,"El principal objectiu de l'assignatura és apropar l'alumnat a les diferents formes de comunicació i representació existents, així com capacitar-lo per a conèixer algunes de les eines de pensament crític, de reflexió i d'anàlisi útils en el marc del context comunicatiu actual i canviant."
1740065892-24,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117031/guia_docent,L'objectiu de l'assignatura és el de capacitar l'alumnat en el coneixement dels principals corrents estètics que imperen en l'àmbit de la comunicació i la cultura visual contemporànies.
1740065899-25,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117017/guia_docent,"Estudi de les nocions bàsiques de l'ordenament jurídic i sistema polític; en especial l'Estat i la Constitució, el sistema polític espanyol i les institucions constitucionals. Així com les institucions de la Unió Europea i el Dret comunitari."
1740065905-26,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117030/guia_docent,"L’assignatura MÓN ACTUAL serà impartida per un professor del Departament d’Història, i analitzarà l’evolució mundial des de 1945 fins a dia d’avui. Es treballaran sobretot interaccions polítiques i geoestratègiques, a fi i efecte que els alumnes de Comunicació tinguin una base prou sòlida per a poder afrontar la resta de matèries de la carrera."
1740065912-27,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117019/guia_docent,"L'assignatura està destinada a què l'alumnat conegui i domini les tècniques bàsiques de locució i presentació per als mitjans audiovisuals i altres escenaris de comunicació interpersonal. El curs aborda des de l'expressió i la modulació de la veu fins a la gestió del llenguatge corporal en presentacions. A més, els estudiants aprendran a adaptar el seu estil de comunicació a diferents formats mediàtics, incloent-hi televisió, ràdio i presentacions en directe, assegurant-se que poden entregar missatges clars i efectius en qualsevol context."
1740065919-28,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3561/assignatures/117027/guia_docent,"L'assignatura proporciona als alumnes les nocions bàsiques d'estructura i canvi social, analitzant les transformacions que van donar lloc al pas de la societat industrial a la societat postindustrial."
1740065928-29,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117281/guia_docent,"Aquesta assignatura està organitzada en dues parts independents, però complementàries. 
Durant el primer quadrimestre, a l'apartat d'Història de la Comunicació, ens dedicarem a l'estudi de l'evolució històrica de les tecnologies, els mitjans, les organitzacions i les modalitats o formes de la comunicació social, des de la invenció de la impremta fins a l'actualitat, posant l'accent en les dimensions sociopolítica i sociocultural.
El segon quadrimestre es dedicarà a l'anàlisi de l'evolució i l'estructura del sistema comunicatiu actual, tant a nivell internacional com local. L'objectiu és fer una foto fixa dels grans grups empresarials dedicats a la comunicació i a la situació i tendències dels principals subsectors comunicatius."
1740065935-30,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117001/guia_docent,"Amb aquesta assignatura l’alumnat es familiaritzarà i dominarà de manera elemental les diferents tecnologies de creació audiovisual. Obtindrà les habilitats tècniques suficients que li permetrà generar productes audiovisuals. Serà capaç de distingir i d’analitzar els diversos processos de producció audiovisual atenent a criteris com qualitat, costos, formats, temps o dificultat. L'assignatura es descomposa en tres blocs temàtics: Àudio, Vídeo i Internet."
1740065943-31,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117021/guia_docent,"Aquesta assignatura pretén que els alumnes consolidin els coneixements de la llengua catalana, tant orals com escrits, i coneguin els trets propis del seu dialecte que també formen part de la llengua estàndard, perquè els puguin utilitzar en les diferents situacions comunicatives formals en què es puguin trobar. També pretén que els alumnes consolidin els seus coneixements de la llengua atenent la diversitat lingüística i l'ús que se'n fa en els MCM i en la publicitat, i vol capacitar-los per redactar diferents tipus de textos (tant periodístics com publicitaris i de productes audiovisuals) en català, tenint en compte la correcció i l'adequació al seu univers comunicatiu. Finalment, també pretén reflexionar sobre l'ús de la llengua en els MCM, centrant també l'atenció en els llibres d'estil d'aquests mitjans."
1740065951-32,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117008/guia_docent,"L'objectiu de l'assignatura és l'aprofundiment en el domini de l'estàndard escrit i oral de la llengua espanyola, a fi de reforçar les competències comunicatives de l'alumnat amb vista a l'exercici professional."
1740065959-33,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117002/guia_docent,"Disseny gràfic: El llenguatge i més concretament el llenguatge gràfic és l’eina principal del disseny gràfic. S’estudiarà per controlar la manera en que els missatges visuals es poden generar. El disseny gràfic és una activitat que consisteix en definir les característiques formals finals de peces de comunicació visual a partir d’un encàrrec. El dissenyador in-forma, dóna forma gràfica a una comunicació determinada. Disseny multimèdia: Aquesta assignatura pretén introduir a l'alumne en les eines i les plataformes pròpies del disseny multimèdia"
1740065967-34,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117024/guia_docent,"El principal objectiu de l'assignatura és apropar l'alumnat a les diferents formes de comunicació i representació existents, així com capacitar-lo per a conèixer algunes de les eines de pensament crític, de reflexió i d'anàlisi útils en el marc del context comunicatiu actual i canviant."
1740065975-35,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117026/guia_docent,L'objectiu de l'assignatura és el de capacitar l'alumnat en el coneixement dels principals corrents estètics que imperen en l'àmbit de la comunicació i la cultura visual contemporànies.
1740065983-36,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117020/guia_docent,"Estudi de les nocions bàsiques de l'ordenament jurídic i sistema polític; en especial l'Estat i la Constitució, el sistema polític espanyol i les institucions constitucionals. Així com les institucions de la Unió Europea i el Dret comunitari."
1740065989-37,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117025/guia_docent,"L’assignatura MÓN ACTUAL serà impartida per un professor del Departament d’Història, i analitzarà l’evolució mundial des de 1945 fins a dia d’avui. Es treballaran sobretot interaccions polítiques i geoestratègiques, a fi i efecte que els alumnes de Comunicació tinguin una base prou sòlida per a poder afrontar la resta de matèries de la carrera."
1740065996-38,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117009/guia_docent,"L'assignatura està destinada a què l'alumnat conegui i domini les tècniques bàsiques de locució i presentació per als mitjans audiovisuals i altres escenaris de comunicació interpersonal. El curs aborda des de l'expressió i la modulació de la veu fins a la gestió del llenguatge corporal en presentacions. A més, els estudiants aprendran a adaptar el seu estil de comunicació a diferents formats mediàtics, incloent-hi televisió, ràdio i presentacions en directe, assegurant-se que poden entregar missatges clars i efectius en qualsevol context."
1740066003-39,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3562/assignatures/117028/guia_docent,"L'assignatura proporciona als alumnes les nocions bàsiques d'estructura i canvi social, analitzant les transformacions que van donar lloc al pas de la societat industrial a la societat postindustrial."
1740066008-40,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112509/guia_docent,"La Zooarqueologia i la Tafonomia són dues disciplines imprescindibles avui en dia en qualsevol treball relacionat amb el món de la Prehistòria. La Zooarqueologia s’ocupa de les relacions entre els grups humans i els animals en èpoques passades. A partir d’aquesta disciplina s’infereixen gran quantitat de dades paleoeconòmiques que permeten plantejar-se qüestions relacionades amb les estratègies de subsistència o de tipus social. La Tafonomia estudia els processos d’enterrament i de fossilització de les entitats biològiques del passat, per tant, la formació de jaciments. Aquesta disciplina permet identificar els agents que produeixen les diferents alteracions, biostratinòmiques i fossildiagenètiques que afecten a les restes faunístiques dels jaciments. L’anàlisi d’aquestes alteracions, així com la identificació dels agents que les produeixen i la seva seqüència d’intervenció permeten extreure informació paleoecològica de importància rellevant per interpretar les associacions fòssils."
1740066014-41,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115322/guia_docent,"Aquesta assignatura està dedicada a l’estudi de les eines lítiques prehistòriques, i té un caràcter específicament central en aquesta titulació. D’una banda, per l’estreta relació entre tecnologia i evolució humana, i, de l’altra, perquè els instruments de pedra representen una part essencial del registre arqueològic a partir del qual reconstruïm molts dels aspectes culturals de la Prehistòria. L’assignatura proporciona uns coneixements bàsics per al seguiment d’altres assignatures que plantegen visions diacròniques de la Prehistòria a escala continental."
1740066020-42,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116591/guia_docent,"Visió global del desenvolupament cultural dels grups prehistòrics a la Península Ibèrica des dels primers pobladors fins a l'Edat del Bronze, dins del seu context geogràfic i paleoambiental."
1740066026-43,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116981/guia_docent,"Aquesta assignatura ofereix una visió general del poblament prehistòric d’Amèrica, des de les primeres ocupacions humanes (al Plistocè final), fins a la desaparició de les societats complexes precolombines i l’arribada dels colonitzadors europeus. L’assignatura està enfocada primordialment a l’estudi de les primeres fases del poblament (Plistocè final i Holocè inicial). Aquesta assignatura pretén contribuir a que l’alumne assoleixi un coneixement global sobre el poblament prehistòric de tots els continents, fugint d’una visió excessivament eurocentrista de la Prehistòria."
1740066032-44,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114909/guia_docent,"Els mamífers van ser una part important del món prehistòric. En moltes excavacions, gran part del material recuperat són restes de grans mamífers. L’estudi paleontològic d’aquestes restes pot donar informació sobre l’edat i el paleoambient del jaciment i aportar dades als estudis tafonòmics. Els canvis biogeogràfics estan relacionats amb canvis climàtics. Existeixen molts estudis que intenten relacionar dispersions humanes fora de l’Àfrica i/o cap a Europa amb dispersions de grans mamífers. Un coneixement íntim de la paleontologia de grans mamífers és imprescindible per un prehistoriador. El curs de “Paleontologia de mamífers” consta de tres parts. La primera part està dedicada als coneixements anatòmics i taxonòmics bàsics, necessaris per poder excavar i interpretar un jaciment. La segona part tracta de l’evolució dels mamífers del Quaternari d’Europa occidental, les faunes clàssiques i importants del Quaternari eurasiàtic i Plio-Plistocè africà, i la biogeografia. La tercera part consta de treballs individuals dels alumnes."
1740066038-45,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115325/guia_docent,"Donar una visió general dels objectius de l'etnoarqueologia i de la seva justificació teòrica i metodològica, així com posar de relleu la seva importància en el panorama actual de la recerca arqueològica. Sintetitzar els resultats proporcionats per l'etnoarqueologia en diferents àmbits de recerca, especialment pel que fa a la resolució de problemàtiques arqueològiques concretes."
1740066043-46,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115327/guia_docent,"Aproximació als fonaments teòrics i metodològics de la Conservació i Restauració, i a la seva aplicació al registre arqueopaleotològic plistocè (especialment fauna i indústria lítica). Dins la titulació, els continguts d’aquesta assignatura poden considerar-se de caire auxiliar, ja que no es pretén formar especialistes en la matèria sinó dotar els alumnes d’uns coneixements bàsics que els preparin per afrontar les necessitats específiques de conservació del material que recuperen als jaciments i/o que estudien."
1740066049-47,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112508/guia_docent,"L'assignatura té com a objectiu introduir als alumnes al llenguatge científic, als conceptes bàsics de la composició i estructura de la matèria en general i dels materials arqueològics, a les tècniques de difracción de raigs-X, i a les tècniques analítiques instrumentals més importants per a caracteritzar-los."
1740066055-48,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115326/guia_docent,Aquesta assignatura pretén formar a l’alumne per tal que aquest sigui capaç de dissenyar i desenvolupar programes experimentals que forneixin dades per abordar problemàtiques en l’àmbit de l’arqueologia.
1740066061-49,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112504/guia_docent,"Aquesta és una assignatura fonamentalment teòrica, dedicada al coneixement del desenvolupament de la cognició humana en l’evolució, a través de disciplines com la neurologia, la primatologia, la paleoantropologia, la genètica i la psicologia, tot aplicat al registre arqueològic i paleontològic del Plistocè."
1740066067-50,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113583/guia_docent,"L'estudi de les restes vegetals presents als dipòsits arqueològics constitueix la base de l'Arqueobotànica, una disciplina fonamental per a reconstruir les condicions paleoambientals del passat, el context en el que es van desenvolupar les ocupacions humanes al llarg dels diferents períodes i per entendre la relació dels grups humans amb els recursos vegetals presents al paisatge"
1740066072-51,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/114908/guia_docent,"Aquesta assignatura presenta breument els principis de la microscòpia així com els diferents aparells òptics i electrònics que tenim a l’abast. A continuació, se centra en les aplicacions més comuns que té la microscòpia en les diverses disciplines implicades en l’estudi del registre arqueològic."
1740066080-52,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112507/guia_docent,Treball d'iniciació a la recerca avançada en arqueologia del quaternari i evolució humana. El format i el contingut s'ha d'acostar al de la producció científica real.
1740066088-53,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113585/guia_docent,"En aquesta assignatura es realitza un recorregut general per l’evolució humana i pels fòssils humans més importants que documenten aquesta evolució. En primer lloc, per conèixer l’ordre del Primats, a on s’inclouen els humans, s’analitzen les característiques comuns als primats actuals i la seva classificació. En segon lloc, de forma més específica, es presenten les diferents espècies fòssils que pertanyen a la nostra família evolutiva: els homínids. S’analitzen les característiques del homínids i com aquestes han aparegut a llarg de l’evolució. En darrer terme, es documenta l’aparició i expansió de la nostra espècie: Homo sapiens; l’única de les espècies d’homínids que viu a l’actualitat."
1740066096-54,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116590/guia_docent,Un curs d’Epistemologia és fonamental per enquadrar els corrents teòrics i models interpretatius de l’arqueologia. És necessària una anàlisi diacrònica que presenti els canvis de paradigma que s’han produït com un estudi de la situació actual que permeti a l’alumne d’enquadrar les formes interpretatives actuals i que li permeti de dur a terme la seva propia recerca i avaluar l’eficàcia i correcció de les interpretacions corrents. Dedicarem esforços a avaluar les qüestions epistemològiques relacionades amb la recerca que cada estudiant està realitzant. Així mateix informarem sobre la realitat de la Carrera Investigadora en el marc euroopeu.
1740066102-55,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112503/guia_docent,"En aquesta assignatura es facilita informació sobre els mètodes i mecanismes per l'elaboració de la Tesis de master, es fa el seguiment de la mobilitat en altres centres i s'incorporen les pràctiques realitzades pels alumnes durant la seva mobilitat o participació en excavacions."
1740066108-56,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115324/guia_docent,"Aquesta assignatura ofereix una visió general de l’evolució del poblament prehistòric d’Àsia i Oceania. L’exposició de la Prehistòria d’Àsia comença al Plistocè inicial i finalitza al Neolític. D’altra banda es remarquen les diferències entre la dinàmica ocupacional d’Àsia i el poblament prehistòric d’Austràlia i Nova Guinea, que comença al Plistocè superior i es perllonga fins l’arribada del colonitzadors occidentals. També es fa referència a l’expansió humana per les illes del Pacífic. Aquesta assignatura pretén contribuir a que l’alumne assoleixi un coneixement global sobre el poblament prehistòric de tots els continents, fugint d’una visió excessivament eurocentrista de la Prehistòria."
1740066114-57,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/113584/guia_docent,"Àfrica és l’únic continent on s’ha recuperat registre arqueològic de tots els períodes prehistòrics, des de l’aparició de la humanitat i l’adquisició de la tecnologia fins als processos de neolitització i el desenvolupament de les societats complexes. Arqueòlegs, paleontòlegs i altres científics han analitzat aquest registre per reconstruir l’evolució dels estils de vida dels humans i conèixer els mecanismes adaptatius desenvolupats en cadascun dels períodes prehistòrics. Aquest curs temàtic sobre la Prehistòria d’Àfrica intenta recollir els temes de debat més actuals als cercles científics. L'objectiu és que l’alumni assoleixi els criteris necessaris per poder analitzar els aspectes més candents sobre l’origen humà, la seva expansió cap a altres continents, la diversificació regional (Middle i Later Stone Age a l’Àfrica sub-sahariana o Paleolític mig i superior al Nord d’Àfrica), les estratègies de subsistència, l’art rupestre del continent i l'arribada dels processos de neolitització."
1740066120-58,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112505/guia_docent,"L’assignatura de Prehistòria d’Europa ofereix el panorama del poblament prehistòric al continent des de la colonització i les primeres ocupacions humanes (plistocè inferior, més d’un milió d’anys) fins a les societats que transformen el seu mode de vida de caçadors-recol·lectors pel de caçadors-recol·lectors-productors (10.000 BP). Es caracteritzen els aspectes paleoantropològics, tecnològics, paleoecològics i culturals. Es plantegen els grans debats en els quals treballen els investigadors i s'exposen les dades de tipus arqueològic (els jaciments) que millor il•lustren els fets que s'exposen i les hipòtesis que s'expliquen. Aquesta assignatura contribueix al coneixement del poblament més antic d’Europa i a la seva evolució, donant a l’alumne una visió diacrònica dels processos duts a terme, de la seva distribució territorial i del seu origen.
https://www.urv.cat/ca/estudis/masters/oferta/arqueologia-quaternari/"
1740066126-59,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/112506/guia_docent,"Les comunitats humanes es mouen ineludiblement dins d’un marc ecològic que les condiciona i al qual elles mateixes condicionen alhora. Per a poder interpretar correctament els condicionants paleoecològics o de l’ecologia del passat, és necessari de conèixer els fonaments de la neoecologia o ecologia del present. La necessitat de dotar, a l’alumnat del Màster en Arqueologia de Quaternari i Evolució Humana, d’unes bases ecològiques fa que aquesta disciplina formi part troncal del seu pla curricular."
1740066131-60,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/115323/guia_docent,"Aquesta és una assignatura teòrica i pràctica, dedicada a l’adquisició de tècniques de excavació en Quaternary per part de l’alumnat, així com el seu desenvolupament en l’àmbit del coneixement dels paisatges sedimentaris i els jaciments més importants d’Euraisa i Àfrica."
1740066137-61,https://guiadocent.urv.cat/guido/public/centres/494/ensenyaments/3484/assignatures/116234/guia_docent,Curs d’iniciació a les geociències per a la seva aplicació a l’Arqueologia prehistòrica: Geoarqueologia.
